ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2016-037390,13-06-2016,"11:50:35 p.m.","  CL. NAVARRA (10) URB. MAYORAZGO 255        ATE","MATERIALES PELIGROSOS (INCIDENTE)","M96-1, MED-96",-12.0547881166237,-76.9386715705976
2016-037389,13-06-2016,"11:26:23 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 28            PUENTE PIEDRA","ACCIDENTE VEHICULAR","AMB-207, M207-5, RES-124",-11.8824523532053,-77.0685865182067
2016-037388,13-06-2016,"11:25:46 p.m.","  JR. SAN MARTIN 360        CALLAO","EMERGENCIA MEDICA",MED-5,-12.0589361114749,-77.1442608395986
2016-037387,13-06-2016,"11:22:28 p.m.","AV. PASEO DE LA REPUBLICA CRUCE CON AV. ENRIQUE CANAVAL MOREYRA (CORPAC) SAN ISIDRO            SAN ISIDRO","ACCIDENTE VEHICULAR","AMB-6, M11-1, RESLIG-4",-12.0968548477636,-77.0253875895584
2016-037386,13-06-2016,"11:08:37 p.m.","AA HH BASILIO AUQUI/ SAN ANTONIO DE JICAMARCA             ","MATERIALES PELIGROSOS (INCIDENTE)",M169-1,,
2016-037385,13-06-2016,"10:59:00 p.m.","CALLE DERECHA  200        ","EMERGENCIA MEDICA",M169-1,,
2016-037384,13-06-2016,"10:58:49 p.m.","AV. HUALMAY 200        HUACHO","MATERIALES PELIGROSOS (INCIDENTE)",M20-1,,
2016-037383,13-06-2016,"10:54:11 p.m.","  JR. CONSTITUCION 648        CALLAO","EMERGENCIA MEDICA",MED-5,-12.0571897984819,-77.1439182263449
2016-037382,13-06-2016,"10:39:47 p.m.","  CL. LAS MANDARINAS 165        LA MOLINA","EMERGENCIA MEDICA",AMB-138,-12.0652091381308,-76.9616900622422
2016-037381,13-06-2016,"10:29:30 p.m.",,"EMERGENCIA MEDICA",AMB-14,-12.0523573069595,-77.0439635691579
2016-037380,13-06-2016,"10:26:34 p.m.","AH. AMPLIACION SANTA MARIA CIUDAD MARISCAL CACERES ETAPA III B3            SAN JUAN DE LURIGANCHO","EMERGENCIA MEDICA",AMB-21,-11.967255548095,-76.9701150301493
2016-037379,13-06-2016,"10:18:35 p.m.","  CL. LOS CLAVELES 510        LOS OLIVOS","EMERGENCIA MEDICA",AMB-168,-11.9856752720844,-77.0694902102212
2016-037378,13-06-2016,"10:07:02 p.m.",,"ACCIDENTE VEHICULAR",AMB-168,,
2016-037377,13-06-2016,"10:06:15 p.m.","JR. VAN DYCK 200        SAN BORJA","EMERGENCIA MEDICA",AMB-6,-12.0887782189907,-76.9930845645621
2016-037376,13-06-2016,"10:01:57 p.m.","  JR. MAMA OCLLO 1993       LINCE","EMERGENCIA MEDICA",AMB-36,-12.0854390532253,-77.0439423592133
2016-037375,13-06-2016,"09:55:45 p.m.","AV. LOS PROCERES DE LA INDEPENDENCIA (CANTO GRANDE)            SAN JUAN DE LURIGANCHO","ACCIDENTE VEHICULAR","AMB-138, M121-1, M21-1",-12.0065993154201,-77.0057217666106
2016-037374,13-06-2016,"09:47:32 p.m.","  CL. LAS ACACIAS 000        SAN MIGUEL","EMERGENCIA MEDICA",AMB-83,-12.06288936326,-77.083086569554
