ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2016-026587,20-04-2016,"11:48:59 p.m.","  AV. CESAR CANEVARO 300        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",SAMU-120,-12.1663813269217,-76.9692133586433
2016-026586,20-04-2016,"11:45:19 p.m.","  JR. HUANUCO 317        LIMA","EMERGENCIA MEDICA",SAMU-8,-12.0472056193448,-77.0198863990152
2016-026585,20-04-2016,"11:39:21 p.m.","AV. UNIVERSITARIA CRUCE CON AV. SANGARARA (3) COMAS            COMAS",INCENDIO,M124-1,-11.919709758781,-77.0506296411368
2016-026584,20-04-2016,"11:33:44 p.m.","LOS NATURALES  CDRA.  6             ","EMERGENCIA MEDICA",AMB-44,,
2016-026583,20-04-2016,"11:33:00 p.m.","B-2            ","EMERGENCIA MEDICA",AMB-2,,
2016-026582,20-04-2016,"11:30:04 p.m.","  AV. MANUEL VICENTE VILLARAN 261        MIRAFLORES","MATERIALES PELIGROSOS (INCIDENTE)","AMB-6, M28-1",-12.1241391747391,-77.0104375230667
2016-026581,20-04-2016,"11:24:21 p.m.","AV. PANAMERICANA NORTE (ALFREDO MENDIOLA) CRUCE CON AV. EDUARDO DE HABICH SAN MARTIN DE PORRES            SAN MARTIN DE PORRES","ACCIDENTE VEHICULAR","M14-1, M65-2, RES-14, SAMU-168",-12.0290001690289,-77.0588142501739
2016-026580,20-04-2016,"11:22:07 p.m.","  AV. 13 DE ENERO (LIMA) 2168       SAN JUAN DE LURIGANCHO",INCENDIO,"AMB-138, M121-1, M138-1, M2-1, M21-1, RES-14, SAMU-10, SAMU-121, SAMU-138, SAMU-21",-11.9951718471864,-77.005108588174
2016-026579,20-04-2016,"11:21:23 p.m.","  CL. TORRES PAZ 901        LIMA","EMERGENCIA MEDICA",SAMU-8,-12.0733081086688,-77.0315451650951
2016-026578,20-04-2016,"10:45:05 p.m.","  AV. JOSE PARDO 674        MIRAFLORES","MATERIALES PELIGROSOS (INCIDENTE)","AMB-6, M28-1",-12.1190043175195,-77.0352725659605
2016-026577,20-04-2016,"10:40:48 p.m.","CIUDAD MORALES             LURIN","MATERIALES PELIGROSOS (INCIDENTE)","AMB-129, M129-1",,
2016-026576,20-04-2016,"10:37:42 p.m.","UR. CIUDAD DEL PESCADOR SECTOR IV   mz  E4   LOTE  19             BELLAVISTA","EMERGENCIA MEDICA",AMB-7,-12.0619283444529,-77.1134451436452
2016-026575,20-04-2016,"10:35:02 p.m.","  CL. LAS BEGONIAS (FLORIDA) MZ Y LOTE 4  000        ATE","EMERGENCIA MEDICA",SAMU-138,-12.0377343039018,-76.9281545765346
2016-026574,20-04-2016,"10:29:14 p.m.","  CL. LOS PLATEROS 220        ATE","EMERGENCIA MEDICA",SAMU-127,-12.0636567853782,-76.9671576351699
2016-026573,20-04-2016,"10:16:18 p.m.","  JR. ITALIA 1931       LA VICTORIA","EMERGENCIA MEDICA",SAMU-4,-12.0687538306806,-77.0085305749284
2016-026572,20-04-2016,"10:08:42 p.m.","  AV. VICTOR MALASQUEZ MZ. A-5  LOTE  16   CENTRO POBLADO HUERTOS DE MANCHAY 000        PACHACAMAC",INCENDIO,"M96-1, MED-96",,
2016-026571,20-04-2016,"10:01:11 p.m.","  CL. EL ROSARIO 200        CHACLACAYO","EMERGENCIA MEDICA",AMB-115-2,-11.9744247540681,-76.7664671010078
2016-026570,20-04-2016,"09:47:45 p.m.","AV.  ABANCAY              LIMA","EMERGENCIA MEDICA",AMB-2,,
2016-026569,20-04-2016,"09:46:49 p.m.","AV. GRIMALDO DEL SOLAR CRUCE CON AV. MIRAFLORES (28 DE JULIO) MIRAFLORES            MIRAFLORES","EMERGENCIA MEDICA",AMB-13,-12.1282548361351,-77.0260215751076
2016-026568,20-04-2016,"09:41:47 p.m.","  JR. DANIEL HERNANDEZ 627        PUEBLO LIBRE","EMERGENCIA MEDICA",AMB83-2,-12.0730782664933,-77.0682945764222
2016-026567,20-04-2016,"09:38:06 p.m.","  JR. JOSE MANUEL ITURREGUI (GENERAL MANUEL VELARDE) 556        COMAS","EMERGENCIA MEDICA",AMB-6,-12.1136573157546,-77.0190450438517
2016-026566,20-04-2016,"09:25:59 p.m.","AV. JAVIER LUNA PIZARRO CRUCE CON AV. ISABEL LA CATOLICA LA VICTORIA            LA VICTORIA","EMERGENCIA MEDICA",SAMU-8,-12.0699698641927,-77.026937613735
2016-026565,20-04-2016,"09:21:54 p.m.","  AV. BALTAZAR LA TORRE DPTO 101 794        SAN ISIDRO","MATERIALES PELIGROSOS (INCIDENTE)","AMB-202, M100-1",-12.1000883596305,-77.0555520732857
2016-026564,20-04-2016,"09:21:43 p.m.","  JR. MARTIN ARANGURI  SANTA LUZMILA  700        COMAS","EMERGENCIA MEDICA",AMB-164,-11.9425373249349,-77.0620441330707
2016-026563,20-04-2016,"09:14:40 p.m.","  JR. TARAPACA 395        LURIN","EMERGENCIA MEDICA",AMB-129,-12.2754465776225,-76.868214554599
2016-026562,20-04-2016,"09:11:54 p.m.","PANAMERICANA SUR KM 120            PISCO","ACCIDENTE VEHICULAR","AMB-157, AUX-37",,
2016-026561,20-04-2016,"09:08:48 p.m.","  AV. FERNANDO WIESE (PROCERES DE LA INDEPENDENCIA) 3400       SAN JUAN DE LURIGANCHO","EMERGENCIA MEDICA","AMB-157, AUX-37",-11.9736751957758,-76.9989752074557
2016-026560,20-04-2016,"09:02:24 p.m.","  AV. BELISARIO SUAREZ 400        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",SAMU-120,-12.1603711785663,-76.9745744655627
2016-026559,20-04-2016,"08:53:08 p.m.","velatorio b. 32            LURIGANCHO","SERVICIO ESPECIAL","AMB-115, AMB-169, AUX-169, M169-1",,
2016-026558,20-04-2016,"08:50:42 p.m.",,"SERVICIO ESPECIAL","AMB-115, AMB-169, AUX-169, M169-1",-11.7722437847209,-77.1725032835224
2016-026557,20-04-2016,"08:49:43 p.m.","  PR. TACNA 400        RIMAC","ACCIDENTE VEHICULAR","M21-1, RES-21, SAMU-21",,
2016-026556,20-04-2016,"08:48:43 p.m.","  CL. LUIS LARCO 585        LA PUNTA","EMERGENCIA MEDICA",MED-5,-12.0704713289459,-77.1643361114653
2016-026555,20-04-2016,"08:41:10 p.m.","  JR. JOSE MANUEL ITURREGUI (GENERAL MANUEL VELARDE) 556        SURQUILLO","EMERGENCIA MEDICA",SAMU-4,-12.1136573157546,-77.0190450438517
2016-026554,20-04-2016,"08:38:08 p.m.","  AV. AVIACION 3564       SAN BORJA","EMERGENCIA MEDICA",AMB-6,-12.1081649849355,-77.0010970714542
2016-026553,20-04-2016,"08:32:20 p.m.","  PJ. OCTAVIO BERNAL 219        JESUS MARIA","EMERGENCIA MEDICA",AMB-6,-12.0809405523607,-77.0535942556388
2016-026552,20-04-2016,"08:25:18 p.m.","  JR. CAPITAN ALFREDO NOVOA CAVA 183        SAN MIGUEL","MATERIALES PELIGROSOS (INCIDENTE)","AMB83-2, M83-1",-12.07438695928,-77.0888055021527
2016-026551,20-04-2016,"08:17:36 p.m.","  AV. GENERAL SANTA CRUZ 120        JESUS MARIA",RESCATE,M202-1,-12.0706557304516,-77.0491320288675
2016-026550,20-04-2016,"08:15:55 p.m.","  CL. CHACAS urb mercurio 909        LOS OLIVOS","EMERGENCIA MEDICA",M202-1,-11.9933657536752,-77.0731013076627
2016-026549,20-04-2016,"08:14:26 p.m.","  AV. PEDRO SILVA 320        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",AMB-120,-12.1685243345453,-76.9746495186905
2016-026548,20-04-2016,"08:12:52 p.m.","AV. GAMBETA 400        CALLAO","EMERGENCIA MEDICA",AMB-1,,
2016-026547,20-04-2016,"07:59:30 p.m.","  AL. DEL CORREGIDOR 1283       LA MOLINA","EMERGENCIA MEDICA",MED-96,-12.0940128179789,-76.9525601865265
2016-026546,20-04-2016,"07:47:52 p.m.","  JR. ANDAHUAYLAS 1000       LIMA","EMERGENCIA MEDICA",AMB-2,-12.0542970313327,-77.0267621083838
2016-026545,20-04-2016,"07:47:41 p.m.","  AV. JULIO CESAR TELLO 900        LINCE","EMERGENCIA MEDICA",AMB-202,-12.0868617706672,-77.0424842665902
2016-026544,20-04-2016,"07:34:57 p.m.","VELATORIO   EN B /161            LOS OLIVOS","SERVICIO ESPECIAL","AMB-150, AMB-168, AMB124-2, M124-1, M150-1, MED-163",,
2016-026543,20-04-2016,"07:32:42 p.m.","  PJ. VENUS 114        RIMAC","EMERGENCIA MEDICA",SAMU-10,-12.0215055777438,-77.0285163972299
2016-026542,20-04-2016,"07:02:25 p.m.","ESTACIO NACIONAL            ","SERVICIO ESPECIAL",SAMU-10,,
2016-026541,20-04-2016,"07:00:38 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA SUR 7            SANTIAGO DE SURCO","EMERGENCIA MEDICA",SAMU-10,,
2016-026540,20-04-2016,"06:59:47 p.m.","  AV. CORONEL SAMUEL ALCAZAR 400        RIMAC","EMERGENCIA MEDICA",SAMU-10,-12.0305184392175,-77.0295123203868
2016-026539,20-04-2016,"06:59:05 p.m.","  AV. TENIENTE FELIPE ARANCIBIA (TARAPACA) 100        RIMAC","EMERGENCIA MEDICA",SAMU-2,-12.0331971964871,-77.0383607053922
2016-026538,20-04-2016,"06:52:24 p.m.","ANIVERSARIO DE LA FRANCE            ","SERVICIO ESPECIAL",MED-10,,
2016-026537,20-04-2016,"06:47:47 p.m.","AS. EL OLIVAR F 5            LOS OLIVOS","EMERGENCIA MEDICA",AMB-164,-11.9456851419063,-77.0724203860591
2016-026536,20-04-2016,"06:47:30 p.m.","ESTACIO  NACIONAL            LIMA","SERVICIO ESPECIAL","AMB-8, AUX-36-2, M176-1, RES-10, RES-36",,
2016-026535,20-04-2016,"06:41:12 p.m.","IGLESIA LOS MORMONES            ",INCENDIO,CIST-20,,
2016-026534,20-04-2016,"06:41:10 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 20.94            COMAS","EMERGENCIA MEDICA",AMB-9,-11.9474685019975,-77.070271908149
2016-026533,20-04-2016,"06:19:05 p.m.","PR. TACNA CRUCE CON AV. CORONEL SAMUEL ALCAZAR RIMAC            RIMAC","EMERGENCIA MEDICA",AMB-9,-12.0319354842655,-77.0278815308142
2016-026532,20-04-2016,"06:17:58 p.m.","  JR. HUANTA 800        LIMA","EMERGENCIA MEDICA",SAMU-21,-12.0513948776314,-77.0227081806293
2016-026531,20-04-2016,"06:16:41 p.m.","  CL. CESAR VALLEJO 1137       INDEPENDENCIA","EMERGENCIA MEDICA",SAMU-21,,
2016-026530,20-04-2016,"06:09:29 p.m.","AV. TUPAC AMARU CRUCE CON CL. PIMENTEL COMAS            COMAS",INCENDIO,SAMU-21,-11.9085198698382,-77.0349096420418
2016-026529,20-04-2016,"05:54:35 p.m.","  JR. AGUSTIN GAMARRA 800        LA VICTORIA","EMERGENCIA MEDICA",SAMU-21,-12.0670178368809,-77.0131790462278
2016-026528,20-04-2016,"05:45:13 p.m.",,"EMERGENCIA MEDICA",AMB-65,-12.0535548626168,-77.0491451534186
2016-026527,20-04-2016,"05:40:53 p.m.","  AV. ELMER FAUCETT 3900       CALLAO","MATERIALES PELIGROSOS (INCIDENTE)","AMB-9, M60-5, M9-1",-12.0107540356577,-77.1118120458845
2016-026526,20-04-2016,"05:30:59 p.m.","  PJ. FAUSTINO SANCHEZ CARRION (JOSE FIANSON) 100        BARRANCO","EMERGENCIA MEDICA",SAMU-16,-12.1485978746733,-77.0205305348971
2016-026525,20-04-2016,"05:27:40 p.m.","VICTOR RAUL            ","ACCIDENTE VEHICULAR",SAMU-16,,
2016-026524,20-04-2016,"05:20:21 p.m.","PUENTE TABLA /CERRO AZUL            CERRO AZUL",INCENDIO,SAMU-16,,
2016-026523,20-04-2016,"05:14:29 p.m.","  PJ. FONIA 1533       ","EMERGENCIA MEDICA",SAMU-168,-12.0129788023052,-77.0584423382708
2016-026522,20-04-2016,"05:12:37 p.m.","  JR. SOLDADO CABADA (CONDESA) 028        BARRANCO","EMERGENCIA MEDICA",SAMU-168,-12.1385071969391,-77.0200292857369
2016-026521,20-04-2016,"05:07:02 p.m.","  JR. AUGUSTO WIESE (CARABAYA) 500        LIMA","EMERGENCIA MEDICA",MED-10,-12.0491010347042,-77.0320217678389
2016-026520,20-04-2016,"05:05:53 p.m.","PARQUE EL ROSARIO            HUARAL","EMERGENCIA MEDICA",AMB-44,,
2016-026519,20-04-2016,"04:59:07 p.m.","  CL. MAMA OCLLO 584        LOS OLIVOS","EMERGENCIA MEDICA",AMB-9,-12.0024309721347,-77.069012245501
2016-026518,20-04-2016,"04:56:33 p.m.","AV. LAS NACIONES CRUCE CON AV. REPUBLICA DE POLONIA SAN JUAN DE LURIGANCHO            SAN JUAN DE LURIGANCHO","EMERGENCIA MEDICA","M121-1, SAMU-121",-11.9592327994423,-76.9909176011499
2016-026517,20-04-2016,"04:56:26 p.m.","CL. LAS AMERICAS  400        PISCO",INCENDIO,CIST90-4,,
2016-026516,20-04-2016,"04:51:42 p.m.","  AV. ARNALDO MARQUEZ 662        JESUS MARIA","EMERGENCIA MEDICA",CIST90-4,,
2016-026515,20-04-2016,"04:46:10 p.m.","JR. JULIO MENDOZA MERINO CRUCE CON AV. 28 DE JULIO LA VICTORIA            LA VICTORIA","EMERGENCIA MEDICA",SAMU-4,-12.0623418321122,-77.0235505577775
2016-026514,20-04-2016,"04:41:43 p.m.","  AV. CORONEL SAMUEL ALCAZAR 730        RIMAC","EMERGENCIA MEDICA",AMB-65,-12.0280099711054,-77.0324360070092
2016-026513,20-04-2016,"04:40:36 p.m.","AV LA MOLINA ESQ CLL 40            LA MOLINA","EMERGENCIA MEDICA",SAMU-96,,
2016-026512,20-04-2016,"04:38:25 p.m.",,"EMERGENCIA MEDICA",SAMU-83,-12.0644553334498,-77.0507135954168
2016-026511,20-04-2016,"04:30:08 p.m.","CL. CERRO VERDE CRUCE CON JR. CERRO AMARILLO (LOS MOLINOS) (CERRO VERDE) SANTIAGO DE SURCO            SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-13,-12.1339645000152,-76.977494784709
2016-026510,20-04-2016,"04:18:35 p.m.","  AV. PACHACUTEC (A) MAZ O LT 15 000        ","EMERGENCIA MEDICA",AMB-184,-11.8259182631536,-77.1314359564502
2016-026509,20-04-2016,"04:17:55 p.m.","  AV. CIRCUNVALACION (VIA DE EVITAMIENTO)PUENTE NUEVO  000        EL AGUSTINO","EMERGENCIA MEDICA",SAMU-176,-12.0293962963346,-76.9957506279809
2016-026508,20-04-2016,"04:13:40 p.m.","  AV. RICARDO RIVERA NAVARRETE (LAS MAGNOLIAS) 451        SAN ISIDRO",RESCATE,RES-4,-12.0920152984419,-77.0268901013771
2016-026507,20-04-2016,"04:08:00 p.m.","  CL. LOS AGRICOLAS 200        LA MOLINA","EMERGENCIA MEDICA","M138-1, SAMU-138",-12.0669457686319,-76.9553875547286
2016-026506,20-04-2016,"03:58:02 p.m.","  JR. DOMINGO ORUE (CALLEJON BARBONCITO) 995        SURQUILLO","EMERGENCIA MEDICA","M138-1, SAMU-138",-12.105823182011,-77.0190580382754
2016-026505,20-04-2016,"03:45:26 p.m.","  JR. ARICA 774        ","EMERGENCIA MEDICA",RES-15,-12.0710905651974,-77.1235289660324
2016-026504,20-04-2016,"03:45:00 p.m.","  AV. DOLORES BRIGIDA SILVA DE OCHOA (FERIA DEL PACIFICO) 200        SAN MIGUEL","ACCIDENTE VEHICULAR","M60-5, RES-36, SAMU-4",-12.0817661610853,-77.0886710666043
2016-026503,20-04-2016,"03:39:38 p.m.","CL. TALARA 100        SAN JUAN DE MIRAFLORES",INCENDIO,"AMB134-2, M11-1, M120-1, M16-1, M28-1, SAMU-105",-12.1570546792553,-76.9810833232965
2016-026502,20-04-2016,"03:29:02 p.m.","CARRETERAS - PANAMERICANAS ANTIGUA PANAMERICANA SUR 40            LURIN",INCENDIO,"AMB-129, AMB-160, M105-2, M125-1, M129-1, M155-1",-12.2991778968522,-76.8479548244506
2016-026501,20-04-2016,"03:21:08 p.m.","  AV. TACNA 685        LIMA",RESCATE,RES-14,-12.0479213509808,-77.0383892016153
2016-026500,20-04-2016,"03:20:06 p.m.","CL. LAS CAMELIAS (A) CRUCE CON AV. LOS LIRIOS (VIA SUR LIBRE) SAN JUAN DE MIRAFLORES            SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",RES-14,-12.1532535066042,-76.9829794104682
2016-026499,20-04-2016,"03:04:00 p.m.","AV. INCA GARCILAZO DE LA VEGA (WILSON) CRUCE CON AV. URUGUAY LIMA            LIMA","EMERGENCIA MEDICA",SAMU-10,-12.0541903743106,-77.0384467918524
2016-026498,20-04-2016,"02:58:22 p.m.","COLEGUIO SIMON RODRIGUEZ            NAZCA","EMERGENCIA MEDICA",AMB-82,,
2016-026497,20-04-2016,"02:56:27 p.m.","  PJ. BOLIVAR 146        SAN MARTIN DE PORRES",RESCATE,"AMB-65, M65-2",-12.037204256705,-77.0462214522857
2016-026496,20-04-2016,"02:54:30 p.m.","  AV. CORONEL SAMUEL ALCAZAR 200        RIMAC","EMERGENCIA MEDICA","AMB-65, M65-2",-12.0318426148675,-77.0279901642335
2016-026495,20-04-2016,"02:43:17 p.m.","SAN FARNCISCO DE ASIS MAZ W LOTE 5             ","EMERGENCIA MEDICA",MED-163,,
2016-026494,20-04-2016,"02:38:12 p.m.","BOOLEVAR DE CHANCAY             CHANCAY","EMERGENCIA MEDICA",MED-80,,
2016-026493,20-04-2016,"02:29:53 p.m.","CARRETERAS - PANAMERICANAS ANTIGUA PANAMERICANA SUR 40            LURIN","EMERGENCIA MEDICA",AMB-129,-12.2991778968522,-76.8479548244506
