ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2016-019120,19-03-2016,"11:47:03 p.m.","CL.LOS ANDES  SAN CLEMENTE 300        ","EMERGENCIA MEDICA",,,
2016-019119,19-03-2016,"11:45:46 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 27.5            PUENTE PIEDRA",INCENDIO,"AMB-150, M150-1, M184-1",-11.8874821800284,-77.0682643139068
2016-019118,19-03-2016,"11:38:44 p.m.","AV. COSTA VERDE (CIRCUITO DE PLAYAS) 000        MIRAFLORES","ACCIDENTE VEHICULAR",M28-1,-12.1350866875016,-77.02929200795
2016-019117,19-03-2016,"11:38:06 p.m.","UR. EL PINAR SECTOR PARCELA F R ,K4 LOTE 20            COMAS","EMERGENCIA MEDICA",AMB-164,-11.9111788810637,-77.0520400994793
2016-019116,19-03-2016,"11:34:41 p.m.","  PR. LA MAR 600        LA VICTORIA","MATERIALES PELIGROSOS (INCIDENTE)","M8-1, MED-10",-12.0651538136693,-77.0194670640629
2016-019115,19-03-2016,"11:30:46 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 38.5            SANTA ROSA","EMERGENCIA MEDICA","M8-1, MED-10",-11.8125879423173,-77.1295791009701
2016-019114,19-03-2016,"11:26:59 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 32.2            PUENTE PIEDRA","EMERGENCIA MEDICA",MED-65,-11.853181557098,-77.0890252260988
2016-019113,19-03-2016,"11:26:58 p.m.","AH. LADERAS DE CHILLON PRIMERA EXPLANADA D LOTE 40            PUENTE PIEDRA","EMERGENCIA MEDICA",AMB-150,-11.9189365918678,-77.0862703770846
2016-019112,19-03-2016,"11:26:34 p.m.","UR. SAN JUAN BAUTISTA D LT 32            SAN MARTIN DE PORRES","EMERGENCIA MEDICA",SAMU-161,-11.966290900357,-77.0910562945007
2016-019111,19-03-2016,"11:23:34 p.m.","  PJ. LOS LIRIOS 175        MAGDALENA DEL MAR","EMERGENCIA MEDICA",MED-202,-12.0896038681084,-77.0601140485586
2016-019110,19-03-2016,"11:23:28 p.m.","  CL. LOURDES 100        EL AGUSTINO","EMERGENCIA MEDICA",AMB-2,-12.0477520056339,-77.0009694422858
2016-019109,19-03-2016,"11:23:09 p.m.","  AV. LIMA 3896       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-80,-12.0285078771968,-77.0897721924119
2016-019108,19-03-2016,"11:21:13 p.m.",,"EMERGENCIA MEDICA",AMB-80,,
2016-019107,19-03-2016,"11:17:02 p.m.","  CL. ANTONIO BUCKINGHAN 191        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",SAMU-134,-12.1512527895785,-76.9761555595356
2016-019106,19-03-2016,"11:12:51 p.m.","AV. EL OLIVAR CRUCE CON AV. LOS DOMINICOS CALLAO            CALLAO","EMERGENCIA MEDICA",AMB-168,-12.0169061337202,-77.0929611442957
2016-019105,19-03-2016,"11:11:46 p.m.","  AV. OSCAR VALDEZ (MARISCAL JOSE LA MAR) 400        MIRAFLORES",INCENDIO,"M100-1, M202-1, M4-1, MED-100",-12.1158218491045,-77.0432220730368
2016-019104,19-03-2016,"11:11:18 p.m.","AYACUCHO 651        ICA","EMERGENCIA MEDICA",RES-193,,
2016-019103,19-03-2016,"11:10:20 p.m.","  AV. BELISARIO SUAREZ 1283       SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",AMB-120,-12.1645175623045,-76.9612943892339
2016-019102,19-03-2016,"11:06:15 p.m.","  CL. HUANTAR  URB PARQUE  NARAJJAL 5018       LOS OLIVOS","EMERGENCIA MEDICA",AMB124-2,-11.9748535871316,-77.0841295129816
2016-019101,19-03-2016,"11:00:52 p.m.","CALLE ANDALUCIA  CON AREQUIPA            MIRAFLORES","EMERGENCIA MEDICA",MED-28,,
2016-019100,19-03-2016,"10:55:08 p.m.","  AV. LIMA 3800       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",MED-28,-12.0285078771968,-77.0897721924119
2016-019099,19-03-2016,"10:54:04 p.m.","AV. 28 DE JULIO            LURIGANCHO","EMERGENCIA MEDICA",MED-28,,
2016-019098,19-03-2016,"10:44:58 p.m.","AS. VILLA SAN ANTONIO MZ F LT 2            CARABAYLLO","EMERGENCIA MEDICA",AMB-164,-11.8596967152812,-77.0038608163081
2016-019097,19-03-2016,"10:36:12 p.m.","  AV. JUAN BERTOLOTTO NEGRO 366        SAN MIGUEL",RESCATE,AMB-164,,
2016-019096,19-03-2016,"10:30:05 p.m.","  CL. SATURNINO DEL CASTILLO  UR  LOS  LAURELES 380        CHORRILLOS","EMERGENCIA MEDICA",SAMU-6,-12.1734098020502,-77.0228865268102
2016-019095,19-03-2016,"10:28:22 p.m.","  AV. COLONIAL (OSCAR R. BENAVIDES) 4977       CALLAO","EMERGENCIA MEDICA",AMB-1,-12.0523913349957,-77.0926897584506
2016-019094,19-03-2016,"10:27:32 p.m.","LAS MALVINAS            ",INCENDIO,M49-1,,
2016-019093,19-03-2016,"10:20:26 p.m.","  AV. LA ALAMEDA (COPACABANA) 000        PUENTE PIEDRA","ACCIDENTE VEHICULAR","AMB-150, M150-1",-11.8430416322712,-77.0885677223252
2016-019092,19-03-2016,"10:19:27 p.m.","PLAZA DE ARMAS            HUACHO","EMERGENCIA MEDICA",AMB-20,,
2016-019091,19-03-2016,"10:18:43 p.m.","AS. PRIMAVERA A  LT  23             LOS OLIVOS","EMERGENCIA MEDICA",AMB-168,-12.0088251987733,-77.0760195505834
2016-019090,19-03-2016,"10:14:19 p.m.","PJ. VILLA EL SALVADOR SECTOR 3 GRUPO 23 I            VILLA EL SALVADOR","EMERGENCIA MEDICA",AMB-155,-12.2282983226239,-76.9336961879548
2016-019089,19-03-2016,"10:08:54 p.m.","  AV. LOS TAMARINDOS  L42  URB CAPULLANA 000        SANTIAGO DE SURCO","EMERGENCIA MEDICA",SAMU-134,-12.1402254161711,-77.0019294234118
2016-019088,19-03-2016,"10:06:02 p.m.","AV . 28 DE JULIO            ","EMERGENCIA MEDICA",AMB-20,,
2016-019087,19-03-2016,"09:55:22 p.m.","  CL. CHACAS  UR MERCURIO 909        LOS OLIVOS","EMERGENCIA MEDICA",SAMU-168,-11.9933657536752,-77.0731013076627
2016-019086,19-03-2016,"09:53:36 p.m.","  JR. ALEJANDRO VILLANUEVA 425        LA VICTORIA","EMERGENCIA MEDICA",AMB-8,-12.0715226365523,-77.0065316911771
2016-019085,19-03-2016,"09:51:32 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA SUR 24            VILLA EL SALVADOR","EMERGENCIA MEDICA",AMB-6,-12.2464653171637,-76.9358703916604
2016-019084,19-03-2016,"09:51:08 p.m.","PJ.LA ROSADELA            ","EMERGENCIA MEDICA",AMB-6,,
2016-019083,19-03-2016,"09:50:34 p.m.","UR. LOS LIBERTADORES  000        SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-9,-12.0050211425006,-77.0919192585993
2016-019082,19-03-2016,"09:35:50 p.m.","AV ARENALES            AYACUCHO","EMERGENCIA MEDICA",MED-63,,
2016-019081,19-03-2016,"09:31:26 p.m.","  AV. PACHACUTEC 6400       VILLA MARIA DEL TRIUNFO","EMERGENCIA MEDICA",AMB-120,-12.2062254747327,-76.9276841459176
2016-019080,19-03-2016,"09:31:21 p.m.","  AV. ELMER FAUCETT 500        CALLAO","EMERGENCIA MEDICA",MED-5,-12.0491477663016,-77.0982027587759
2016-019079,19-03-2016,"09:29:33 p.m.","UR  NAVAL CL. MERCURIO            VENTANILLA","MATERIALES PELIGROSOS (INCIDENTE)",M75-1,,
2016-019078,19-03-2016,"09:20:28 p.m.","PANAMERICANA NORTE            BARRANCA","EMERGENCIA MEDICA",AMB-73,,
2016-019077,19-03-2016,"09:17:38 p.m.","UR. SANTO DOMINGO IV ETAPA N1            CARABAYLLO","MATERIALES PELIGROSOS (INCIDENTE)","AMB124-2, M124-1",-11.8819438340905,-77.0322448674133
