ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2015-036745,12-06-2015,"11:52:00 p.m.","  JR. TORRE TAGLE (JOSE WAGNER) 2679       PUEBLO LIBRE","EMERGENCIA MEDICA",AMB-202,-12.0836116535965,-77.0635617800769
2015-036744,12-06-2015,"11:26:08 p.m.","  JR. CORONEL FRANCISCO BOLOGNESI (ENRIQUE LLOSA) 237        MAGDALENA DEL MAR","EMERGENCIA MEDICA",MED-100,-12.0925743412986,-77.0701985896506
2015-036743,12-06-2015,"11:04:13 p.m.","CIUDAD SATELITE SANTA ROSA            CALLAO","EMERGENCIA MEDICA",MED-100,,
2015-036742,12-06-2015,"11:03:22 p.m.","AV. LOS PINOS CRUCE CON AV. LAS VIOLETAS INDEPENDENCIA            ","EMERGENCIA MEDICA",MED-161,-11.9977578979888,-77.0550126506445
2015-036741,12-06-2015,"11:01:07 p.m.","  AV. SUCRE 879        PUEBLO LIBRE","EMERGENCIA MEDICA",AMB-202,-12.0797851313755,-77.065849870637
2015-036740,12-06-2015,"10:59:15 p.m.",,"EMERGENCIA MEDICA",AMB-16,-12.1206313231005,-77.0165867191368
2015-036739,12-06-2015,"10:58:38 p.m.","CIUDAD SATELITE SANTA ROSA ALAM MISIOM            ","EMERGENCIA MEDICA",AMB-75,,
2015-036738,12-06-2015,"10:28:52 p.m.","  AV. LAS PALMERAS 500        LA MOLINA","EMERGENCIA MEDICA",AMB-169,-12.0746471288901,-76.9722722837823
2015-036737,12-06-2015,"10:24:46 p.m.","AV. 27 DE NOVIEMBRE CRUCE CON AV. LIMA SAN MARTIN DE PORRES            SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-60,-12.0290979992621,-77.0833975925238
2015-036736,12-06-2015,"10:21:35 p.m.","EDUCACION I.E.PARROQUIAL SANTISIMA TRINIDAD            LURIN","EMERGENCIA MEDICA",AMB-129,-12.2728285651117,-76.8713864667246
2015-036735,12-06-2015,"10:02:18 p.m.","  AV. VIA DE EVITAMIENTO 1137       ATE","EMERGENCIA MEDICA",", SAMU-138",-12.0757011488493,-76.9752851046209
2015-036734,12-06-2015,"10:00:36 p.m.","  CL. ELIAS AGUIRRE 353        BELLAVISTA","EMERGENCIA MEDICA",MED-34-2,-12.0632066641535,-77.1308241992754
