ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2015-059890,08-10-2015,"11:58:01 p.m.","AV. FLOR DE AMANCAES CRUCE CON AV. ABELARDO GAMARRA RIMAC            RIMAC","MATERIALES PELIGROSOS (INCIDENTE)","AMB-3, M21-1",-12.0223417985597,-77.0308916432839
2015-059889,08-10-2015,"11:45:52 p.m.","CL LOS MELONES CRUCE GERARDO UNGER            INDEPENDENCIA","ACCIDENTE VEHICULAR",M65-1,,
2015-059888,08-10-2015,"11:37:42 p.m.",,"EMERGENCIA MEDICA",AMB-115,-11.9741826761545,-76.7621923609627
2015-059887,08-10-2015,"11:37:19 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA SUR 11.5            SAN JUAN DE MIRAFLORES","ACCIDENTE VEHICULAR","AMB134-2, RES-134",-12.1579082633859,-76.9829952681839
2015-059886,08-10-2015,"11:23:29 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 32.1            PUENTE PIEDRA","ACCIDENTE VEHICULAR","AMB-150, AMB-207, M124-1, M163-2, M164-1",,
2015-059885,08-10-2015,"11:21:39 p.m.","  AV. RICARDO PALMA 205        MIRAFLORES","EMERGENCIA MEDICA","AUX-28, MED-100",-12.1192359590265,-77.0270528886931
2015-059884,08-10-2015,"11:09:56 p.m.","AV. PETIT THOUARS CRUCE CON AV. 28 DEJULIO LIMA            LIMA","EMERGENCIA MEDICA",AMB-14,-12.0642265230955,-77.0363055589797
2015-059883,08-10-2015,"10:55:20 p.m.","  CL. LAS GUINDAS 150        INDEPENDENCIA","EMERGENCIA MEDICA",AMB-65,-12.0032528657487,-77.0537131225702
2015-059882,08-10-2015,"10:52:20 p.m.","PLAYA LEON DORMIDO PAN SUR KM 80 MALA DIRECCION A LIMA            MALA",INCENDIO,M111-1,,
2015-059881,08-10-2015,"10:51:27 p.m.","  CL. RIO DE JANEIRO 100        JESUS MARIA","EMERGENCIA MEDICA",AMB-202,-12.0823426326521,-77.0582335572705
2015-059880,08-10-2015,"10:46:30 p.m.","  AV. MICAELA BASTIDAS 100        CARABAYLLO",INCENDIO,M164-1,,
2015-059879,08-10-2015,"10:39:35 p.m.","COOP  PRIMAVERA MZ R LT 14            COMAS","EMERGENCIA MEDICA",AMB-124,,
2015-059878,08-10-2015,"10:37:08 p.m.","  JR. SINCHI ROCA 1500       JESUS MARIA","EMERGENCIA MEDICA",AMB-202,-12.0774260693749,-77.0443896199854
2015-059877,08-10-2015,"10:36:38 p.m.","  CL. LOS AROMOS (7) 540        LA MOLINA","EMERGENCIA MEDICA",AMB-96,-12.0959872545207,-76.9494076410939
2015-059876,08-10-2015,"10:34:18 p.m.","PLAZA VEA ACHO            ","EMERGENCIA MEDICA",SAMU-10,,
2015-059875,08-10-2015,"10:06:22 p.m.","  AV. MANUEL PRADO UGARTECHE (RINCONADA BAJA) 714        LA MOLINA","EMERGENCIA MEDICA",AMB-96,-12.0864853465303,-76.9346671474974
2015-059874,08-10-2015,"10:03:44 p.m.","SAN MARTIN CDRCE TUPAC            ICA","EMERGENCIA MEDICA",AMB-22,,
2015-059873,08-10-2015,"09:48:50 p.m.","  CL. SIMON BOLIVAR 200        COMAS","EMERGENCIA MEDICA",AMB-65,-11.9422482061125,-77.0520748856267
2015-059872,08-10-2015,"09:46:35 p.m.","AV. UNIVERSITARIA CRUCE CON AV. LOS INCAS (4) COMAS            COMAS","EMERGENCIA MEDICA",AMB-124,-11.9151085366535,-77.0481145415906
2015-059871,08-10-2015,"09:45:07 p.m.","  AV. ANGELICA GAMARRA 1500       LOS OLIVOS","EMERGENCIA MEDICA",AMB-124,-12.0062320661821,-77.0781946662403
2015-059870,08-10-2015,"09:43:51 p.m.","ANGELICA GAMARRA CDRA 15            SAN MARTIN DE PORRES","EMERGENCIA MEDICA",MED-9,,
