ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2017-013873,15-03-2017,"11:57:36 p.m.","AS. LOS ANGELES DE VITARTE SECTOR F             ATE","EMERGENCIA MEDICA",AMB-138,-12.0338272547757,-76.9322165488626
2017-013872,15-03-2017,"11:54:37 p.m.","  AV. SUCRE 533        PUEBLO LIBRE","EMERGENCIA MEDICA",AMB-138,-12.0759596339487,-77.0638136962135
2017-013871,15-03-2017,"11:49:43 p.m.","B- 160  10.7   ALBERGUE INFANTIL DE PACHACAMAC            PACHACAMAC",RESCATE,"AMB-160, M129-1, RES-120, RES-160",,
2017-013870,15-03-2017,"11:00:53 p.m.","B133             CHILCA","SERVICIO ESPECIAL",RES-28,,
2017-013869,15-03-2017,"10:57:13 p.m.","  AV. BRASIL 2616       PUEBLO LIBRE","MATERIALES PELIGROSOS (INCIDENTE)",M36-1,-12.0848501041647,-77.062002294091
2017-013868,15-03-2017,"10:54:42 p.m.","TOMA COLORADA            PARAMONGA","DESASTRES NATURALES",AMB-81,,
2017-013867,15-03-2017,"10:52:09 p.m.","  CL. PADRE MARIELUZ 127        CALLAO","EMERGENCIA MEDICA",AMB-83,-12.0502589770154,-77.0946509556768
2017-013866,15-03-2017,"10:37:42 p.m.","UV DEL RIMAC             RIMAC",INCENDIO,M21-1,-12.0307117601332,-77.0342416007311
2017-013865,15-03-2017,"10:34:20 p.m.","UR. EL TOTORAL             SANTIAGO DE SURCO","MATERIALES PELIGROSOS (INCIDENTE)","AMB-16, M134-1",-12.145989871716,-76.9966488077582
2017-013864,15-03-2017,"10:27:48 p.m.","RIO CHILLON AAHH VICTOR RAUL HAYA DE LA TORRE            VENTANILLA","DESASTRES NATURALES","AMB-75, M75-1",,
2017-013863,15-03-2017,"10:20:22 p.m.","  AV. LOS PINOS 570        INDEPENDENCIA","EMERGENCIA MEDICA",AMB-168,-11.9978999943846,-77.0508325949562
2017-013862,15-03-2017,"10:09:31 p.m.","RIO LURIN            ","DESASTRES NATURALES","M129-1, RES-160",,
2017-013861,15-03-2017,"10:06:18 p.m.","AV. GUARDIA CHALACA 2000       BELLAVISTA","ACCIDENTE VEHICULAR","AMB-83, M5-1, M83-1, RES-15",-12.0639427246129,-77.1243734455423
2017-013860,15-03-2017,"09:46:45 p.m.","ZONA CALLAO - NESTOR GAMBETA  - FAUCETT / MORALES DUAREZ            CALLAO","DESASTRES NATURALES","M60-1, M7-1, M9-1, RES-15",,
2017-013859,15-03-2017,"09:27:45 p.m.","JR. PUNO CRUCE CON JR. HUANUCO LIMA            LIMA","MATERIALES PELIGROSOS (INCIDENTE)",M8-1,-12.0559963453038,-77.0179191287452
2017-013858,15-03-2017,"09:27:00 p.m.","  AV. SALAVERRY 800        JESUS MARIA","EMERGENCIA MEDICA","AMB-10, M202-1",-12.0733643807384,-77.0415781333496
2017-013857,15-03-2017,"09:25:30 p.m.","PR. JAVIER PRADO ESTE CRUCE CON AV. FLORA TRISTAN NORTE (COLECTORA) LA MOLINA            LA MOLINA","ACCIDENTE VEHICULAR","AMB-11, RES-96",-12.0666097860509,-76.944059579722
2017-013856,15-03-2017,"09:23:46 p.m.","AH. BELEN MZ. D LT. 7            INDEPENDENCIA","MATERIALES PELIGROSOS (INCIDENTE)",M168-1,-11.978233048349,-77.0446441005778
2017-013855,15-03-2017,"09:19:32 p.m.","AV. LOS PROCERES CRUCE CON PJ. COMUCO (PASEO DE LA REPUBLICA) SANTIAGO DE SURCO            SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-16,-12.1529337510328,-76.9895898607417
2017-013854,15-03-2017,"09:17:19 p.m.","  CL. FRANCISCO DE PAULA UGARRIZA 427        MIRAFLORES",INCENDIO,M28-1,,
2017-013853,15-03-2017,"08:53:38 p.m.","RIO CHILCA             CHILCA","DESASTRES NATURALES","AMB-221, AUX-133",,
2017-013852,15-03-2017,"08:48:25 p.m.","POSTA MEDICA DE SAN BARTOLO            ","EMERGENCIA MEDICA",AMB-133,,
2017-013851,15-03-2017,"08:45:26 p.m.","  AV. ALFREDO BENAVIDES 3000       MIRAFLORES","EMERGENCIA MEDICA",AMB-16,-12.1285690577597,-77.0028103200275
2017-013850,15-03-2017,"08:43:00 p.m.","UMALLA SECTOR MANCO MANCO             ","DESASTRES NATURALES","AUX-20, M20-1, RES-20",,
2017-013849,15-03-2017,"08:37:36 p.m.","  JR. MIGUEL GRAU (17) MZ N 1 LOTE 50 URB.  LUCIANA  100        CARABAYLLO","EMERGENCIA MEDICA",AMB-164,-11.8973813290664,-77.0305536282139
2017-013848,15-03-2017,"08:32:47 p.m.","  JR. GENERAL FRANCISCO MOREYRA Y RIGLOS 769        PUEBLO LIBRE","EMERGENCIA MEDICA",AMB-83,-12.0734518468104,-77.0607961077334
2017-013847,15-03-2017,"08:02:45 p.m.","  AV. 26 DE MAYO 1097       ATE","EMERGENCIA MEDICA",AMB-138,-12.0265574527551,-76.9306035346447
2017-013846,15-03-2017,"07:43:18 p.m.","RIO CHANCAY            CHANCAY","DESASTRES NATURALES",MED-80,,
2017-013845,15-03-2017,"07:42:35 p.m.","  CL. CORNEJO 100        SANTIAGO DE SURCO",INCENDIO,"M13-2, M134-1, MED-133, RES-28",-12.1470775700658,-77.0059529399136
2017-013844,15-03-2017,"07:38:08 p.m.","  AV. PROGRESO 518        COMAS","EMERGENCIA MEDICA","AMB-164, AMB-168",-11.9670253288809,-77.0520401125145
2017-013843,15-03-2017,"07:34:31 p.m.","  JR. JUNIN 1210       ","EMERGENCIA MEDICA",AMB-10,,
2017-013842,15-03-2017,"07:33:05 p.m.","PSJE  BENIGNO RIO             IMPERIAL",INCENDIO,M183-1,,
2017-013841,15-03-2017,"07:32:33 p.m.","VELATORIO DE PNP            MAGDALENA DEL MAR","SERVICIO ESPECIAL",M11-1,,
2017-013840,15-03-2017,"07:29:29 p.m.","CHAMBARA            ","DESASTRES NATURALES",M11-1,,
