ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2017-003464,17-01-2017,"11:54:57 p.m.","MARISCAL CACERES  7          AYACUCHO","EMERGENCIA MEDICA",AMB-63,,
2017-003463,17-01-2017,"11:53:48 p.m.","  AV. PASEO DE LA REPUBLICA 5766       MIRAFLORES","EMERGENCIA MEDICA",AMB-28,-12.1223551227358,-77.0251338616144
2017-003462,17-01-2017,"11:47:01 p.m.","UR. VILLA VICTORIA  CALLE ALLENDE MZ U  LOTE 13            SURQUILLO","MATERIALES PELIGROSOS (INCIDENTE)","AMB134, M11-1",-12.1101353019752,-77.011034674202
2017-003461,17-01-2017,"11:38:43 p.m.","  AV. ARNALDO MARQUEZ 917        JESUS MARIA","EMERGENCIA MEDICA",MED-202,-12.0701929822482,-77.046695377189
2017-003460,17-01-2017,"11:37:23 p.m.","CALLE.ECHENIQUE 300        HUACHO","MATERIALES PELIGROSOS (INCIDENTE)",M20-1,,
2017-003459,17-01-2017,"11:32:38 p.m.","  AV. JAMAICA 000        COMAS","ACCIDENTE VEHICULAR","AMB-168, M124-1, RES-124",-11.9281064777397,-77.0468819182607
2017-003458,17-01-2017,"11:31:44 p.m.","  CL. DOMINGUEZ  470        SAN BORJA","EMERGENCIA MEDICA",AMB-11,-12.0914739474552,-76.9932412369921
2017-003457,17-01-2017,"11:28:52 p.m.","  AV. GUARDIA CIVIL (ANTONIO VARGAS) (CONDORES) 523        CHORRILLOS","EMERGENCIA MEDICA",AMB6-2,-12.1813020336166,-76.9989584053347
2017-003456,17-01-2017,"11:25:37 p.m.","  AV. PETIT THOUARS 1000       LIMA","EMERGENCIA MEDICA",AMB-2,-12.0749488374091,-77.0347086437181
2017-003455,17-01-2017,"11:15:50 p.m.","AV A LA PLAYA             VENTANILLA","EMERGENCIA MEDICA",AMB-207,,
2017-003454,17-01-2017,"11:10:19 p.m.","  CL. PASCAL (7)  LA CALERA  DE LA MERCED 366        SURQUILLO","EMERGENCIA MEDICA",AMB-11,-12.1145299161066,-77.0020300129184
2017-003453,17-01-2017,"11:07:37 p.m.","  AV. DANIEL ALCIDES CARRION  / JR 1ERO DE OCTUBRE  000        SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-65-2,-11.9947511893022,-77.0892710018778
2017-003452,17-01-2017,"11:06:11 p.m.","  JR. PARINACOCHAS 1300       LA VICTORIA","EMERGENCIA MEDICA","AMB-176, AMB-4",-12.0716998545603,-77.0166106152078
2017-003451,17-01-2017,"11:04:05 p.m.","  CL. MANUEL ZELAYA 432        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",AMB-120,-12.1458372522752,-76.9770406964654
2017-003450,17-01-2017,"11:03:00 p.m.","  CL. LOS MOGABUROS 223        JESUS MARIA","EMERGENCIA MEDICA",MED-202,-12.0661982434751,-77.0444962196512
2017-003449,17-01-2017,"10:50:50 p.m.","E/C X B-134             SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB134,,
2017-003448,17-01-2017,"10:49:37 p.m.","  PJ. EL POZO 394        CALLAO","EMERGENCIA MEDICA",MED-9,-12.0139026499744,-77.0990895814775
2017-003447,17-01-2017,"10:36:22 p.m.","  JR. LOS AMELOS (67) (26) 2007       SAN JUAN DE LURIGANCHO",INCENDIO,MED-9,-11.9998553388503,-77.0132340314447
2017-003446,17-01-2017,"10:24:10 p.m.","AV. ELMER FAUCETT CRUCE CON AV. QUILCA CALLAO            CALLAO","ACCIDENTE VEHICULAR","M60-1, M9-1, MED-9",-12.0356340317746,-77.0992149346873
2017-003445,17-01-2017,"10:09:09 p.m.",,"EMERGENCIA MEDICA",AMB-168,-11.9862875076185,-77.0838969254327
2017-003444,17-01-2017,"10:00:23 p.m.","PUNTA NEGRA  231        SAN ISIDRO","EMERGENCIA MEDICA",AMB-100,,
2017-003443,17-01-2017,"09:58:07 p.m.","  AV. GENERAL SANTA CRUZ 333        JESUS MARIA","MATERIALES PELIGROSOS (INCIDENTE)","M14-1, MED-202",-12.0719899638269,-77.0474817822164
2017-003442,17-01-2017,"09:44:43 p.m.","SALUD CLINICA MAISON DE SANTE            CHORRILLOS","EMERGENCIA MEDICA",AMB6-2,-12.156869641729,-77.0227863560879
2017-003441,17-01-2017,"09:40:09 p.m.",,INCENDIO,M14-1,-12.0668893671672,-77.0487561011275
2017-003440,17-01-2017,"09:37:47 p.m.","  CL. GERVASIO SANTILLANA 200        MIRAFLORES","EMERGENCIA MEDICA",AMB-4,-12.1042708167819,-77.0298380485033
2017-003439,17-01-2017,"09:35:04 p.m.","  JR. CARLOS ALAYZA Y ROEL (MIGUEL IGLESIAS) 2183       LINCE","EMERGENCIA MEDICA",AMB-4,-12.0863423025736,-77.0362065635389
2017-003438,17-01-2017,"09:33:03 p.m.","  CL. CANTUARIAS 365        MIRAFLORES","EMERGENCIA MEDICA",AMB-11,-12.1213742174136,-77.0261006079079
2017-003437,17-01-2017,"09:28:19 p.m.","JR.SUPE 300        ","EMERGENCIA MEDICA",AMB-11,,
2017-003436,17-01-2017,"09:27:39 p.m.","PJ. VILLA EL SALVADOR SECTOR 2 GRUPO 25 H  LOT 4            VILLA EL SALVADOR","EMERGENCIA MEDICA",AMB-6,-12.2164258519262,-76.9433426542726
2017-003435,17-01-2017,"09:18:13 p.m.","  JR. COMBATE DE IQUIQUE (TACNA) 181        SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB134,-12.1145818621268,-76.9697070598424
