ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2015-040092,28-06-2015,"11:54:02 p.m.","BOQUERON DE PUCUSANA            ","EMERGENCIA MEDICA",AMB-133,,
2015-040091,28-06-2015,"11:47:11 p.m.","PJ. VILLA EL SALVADOR SECTOR 3 GRUPO 25 B LTE 18             VILLA EL SALVADOR","EMERGENCIA MEDICA",AMB-106,-12.2172679624336,-76.9411828655927
2015-040090,28-06-2015,"11:05:51 p.m.","PANAMERICANA NORTE  KM 80            ",INCENDIO,M80-1,,
2015-040089,28-06-2015,"11:04:01 p.m.","CA. CALLAO - CANTA CRUCE CON AV. LOS ALISOS (3) SAN MARTIN DE PORRES            SAN MARTIN DE PORRES","EMERGENCIA MEDICA",MED-9,-11.9813499604558,-77.0975125286946
2015-040088,28-06-2015,"10:57:25 p.m.","  AV. JAVIER PRADO OESTE 2061       SAN ISIDRO","EMERGENCIA MEDICA",MED-100,-12.0950758763794,-77.0522590811058
2015-040087,28-06-2015,"10:54:02 p.m.","  JR. GENERAL JOSE MARIA CORDOVA 2015       LINCE","EMERGENCIA MEDICA",AMB-202,-12.0856918201107,-77.0379461112294
2015-040086,28-06-2015,"10:47:18 p.m.","JR. LAS DALIAS (G) CRUCE CON AV. DE LOS INGENIEROS (VALLE HERMOSO) SANTIAGO DE SURCO            SANTIAGO DE SURCO",RESCATE,RES-134,-12.128222760439,-76.9726056782138
2015-040085,28-06-2015,"10:45:46 p.m.","  AV. COLONIAL (OSCAR R. BENAVIDES) 6000       ","ACCIDENTE VEHICULAR","AMB-60, M60-1",-12.0507864408999,-77.0831997369239
2015-040084,28-06-2015,"10:45:24 p.m.","CL. CANOVA CRUCE CON CL. TASSO SAN BORJA            SAN BORJA","EMERGENCIA MEDICA",AMB-11,-12.0980898125246,-77.0072596116251
2015-040083,28-06-2015,"10:25:17 p.m.","JR QUINUA  JESUS NAZARENO            AYACUCHO","ACCIDENTE VEHICULAR",MED-63,,
2015-040082,28-06-2015,"10:20:38 p.m.","  AV. PROLONGACION JAVIER PRADO 000        ATE","EMERGENCIA MEDICA",AMB-96,-12.0295937923447,-76.9274950752334
2015-040081,28-06-2015,"10:11:15 p.m.","  JR. TUMBES 154        RIMAC","EMERGENCIA MEDICA",AMB-21,-12.0366816071244,-77.02920215373
2015-040080,28-06-2015,"10:08:21 p.m.","  AV. ALFONSO UGARTE 400        LIMA",INCENDIO,M10-1,-12.0456954992629,-77.042987399373
2015-040079,28-06-2015,"10:04:44 p.m.","  JR. LAS PUQUINAS 232        ATE","EMERGENCIA MEDICA",SAMU-4,-12.076530319634,-76.9792228991081
2015-040078,28-06-2015,"10:00:48 p.m.","  AV. ARICA 2003       LIMA","EMERGENCIA MEDICA",SAMU-4,-12.0544041766609,-77.0611320560585
2015-040077,28-06-2015,"09:55:50 p.m.","  AV. ARICA 2003       LIMA","EMERGENCIA MEDICA",AMB-202,-12.0542810814844,-77.0611168432276
2015-040076,28-06-2015,"09:49:24 p.m.","  JR. PADRE IZAGUIRRE 290        RIMAC","EMERGENCIA MEDICA",AMB-21,-12.0315023453858,-77.0251845992812
2015-040075,28-06-2015,"09:39:52 p.m.","FAUCETT CON COLONIAL            ","EMERGENCIA MEDICA",M60-1,,
2015-040074,28-06-2015,"09:31:22 p.m.","  CL. TERCERA 831        CALLAO","EMERGENCIA MEDICA",AMB-60,-12.0494147254556,-77.1367042706869
2015-040073,28-06-2015,"09:25:48 p.m.","PQ   ZONAL DE  PISCO            PISCO","EMERGENCIA MEDICA",AMB-37,,
2015-040072,28-06-2015,"09:22:06 p.m.","  AV. HEROES DEL ALTO CENEPA (TRAPICHE) 000        COMAS","EMERGENCIA MEDICA",AMB-150,-11.896968254187,-77.0483422595479
2015-040071,28-06-2015,"09:18:21 p.m.","  CL. JOSE RUFINO ECHENIQUE 143        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",AMB-106,-12.1509230116455,-76.9765588364697
2015-040070,28-06-2015,"09:14:47 p.m.","  CL. HARRINGTON (10) 307        SURQUILLO","EMERGENCIA MEDICA",AMB-11,-12.1145342630656,-77.00018151803
2015-040069,28-06-2015,"09:10:18 p.m.","  AV. ALBORADA 1275       LIMA","MATERIALES PELIGROSOS (INCIDENTE)","M36-1, SAMU-4",-12.0604071831433,-77.0669265509172
2015-040068,28-06-2015,"09:08:45 p.m.","PTE QUEBRADA VERDE MANIUEL DEL VALLE            ","ACCIDENTE VEHICULAR","AMB-160, M160-3, RES-160",,
2015-040067,28-06-2015,"09:01:43 p.m.","  PR. ALEJANDRO BERTELLO 150        CALLAO","EMERGENCIA MEDICA",AMB-60,-12.0176219283181,-77.1021222812341
2015-040066,28-06-2015,"08:59:30 p.m.","  CL. MARIA PARADO DE BELLIDO 223        PUEBLO LIBRE","EMERGENCIA MEDICA",AMB-83,-12.0800134246339,-77.0599247628696
2015-040065,28-06-2015,"08:39:51 p.m.","  CL. COLINA 761        BELLAVISTA","EMERGENCIA MEDICA",MED-18,-12.0635555361094,-77.1269836049928
2015-040064,28-06-2015,"08:39:01 p.m.",,"EMERGENCIA MEDICA",AMB-202,-12.0598533120954,-77.0526430877273
2015-040063,28-06-2015,"08:26:24 p.m.","  JR. LOS GRAFITOS (LOS CACTUS) (152) (79) 784        SAN JUAN DE LURIGANCHO",INCENDIO,"AMB-21, M2-1, M21-2",-11.9966757950018,-76.9991825859718
2015-040062,28-06-2015,"08:25:15 p.m.","  CL. LOS QUECHUAS (CHULLIZANA) (7) 145        SANTA ANITA","EMERGENCIA MEDICA",AMB-96,-12.0393085746829,-76.9708698251882
2015-040061,28-06-2015,"08:19:49 p.m.","  CL. HUAMAN POMA DE AYALA 900        SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-96,-12.0338981213087,-77.0539286723644
2015-040060,28-06-2015,"08:19:26 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA SUR 59            PUCUSANA","ACCIDENTE VEHICULAR","AMB-160, M125-1",-12.4759343639213,-76.7486213929351
2015-040059,28-06-2015,"08:18:55 p.m.","  CL. COMANDANTE JUAN FANNING 576        MIRAFLORES","MATERIALES PELIGROSOS (INCIDENTE)","M28-1, MED-100",-12.1299988621313,-77.0293325430719
2015-040058,28-06-2015,"08:08:39 p.m.","CENTRO POBLADO DE CALATRAMA   BUENA VISTA MAZ B LOTE 1             ","MATERIALES PELIGROSOS (INCIDENTE)",M73-1,,
2015-040057,28-06-2015,"08:05:22 p.m.","  PQ. 12 DE OCTUBRE 2426       LA VICTORIA",INCENDIO,M176-1,-12.0643563011404,-77.0050970893623
2015-040056,28-06-2015,"08:00:45 p.m.",,"EMERGENCIA MEDICA",M176-1,-12.0603423204392,-77.1390224848547
2015-040055,28-06-2015,"07:40:31 p.m.","LEON DE RIVERO CRUCE TUPAC AMARU            ","ACCIDENTE VEHICULAR",AMB-22,,
2015-040054,28-06-2015,"07:34:39 p.m.",,"EMERGENCIA MEDICA",AMB-202,-12.0592327976782,-77.0518275969959
2015-040053,28-06-2015,"07:28:23 p.m.","  CL. LORETO 364        SAN JUAN DE LURIGANCHO","EMERGENCIA MEDICA",AMB-21,-12.0280943317491,-77.0162896003742
2015-040052,28-06-2015,"07:28:06 p.m.","  CL. EL NARANJAL 146        LA MOLINA","EMERGENCIA MEDICA",AMB-96,-12.0769343154282,-76.9682625538898
2015-040051,28-06-2015,"07:27:53 p.m.","  CL. ENRIQUE BARRON 1219       LIMA","EMERGENCIA MEDICA",AMB-4,-12.076840293007,-77.0328445937696
2015-040050,28-06-2015,"07:21:25 p.m.","CL. SAN AGUSTIN CRUCE CON CL. SAN PEDRO SURQUILLO            SURQUILLO","EMERGENCIA MEDICA",AMB-11,-12.1155978230178,-77.019801554787
2015-040049,28-06-2015,"07:16:09 p.m.","  AV. TUPAC AMARU (GERARDO UNGER) 7200       INDEPENDENCIA","EMERGENCIA MEDICA","AMB-65, M161-1, MED-161",-12.0016617958725,-77.055014148538
2015-040048,28-06-2015,"07:09:49 p.m.","ALAMOS  CRUCE  VALLEJO             VILLA EL SALVADOR","EMERGENCIA MEDICA",AMB-106,,
2015-040047,28-06-2015,"07:07:34 p.m.","  AV. SAN FELIPE DE COLLIQUE 100        COMAS","EMERGENCIA MEDICA",SAMU-124,-11.9081750442859,-77.034533904812
2015-040046,28-06-2015,"07:07:34 p.m.","  AV. JAVIER PRADO ESTE 600        SAN ISIDRO","EMERGENCIA MEDICA",SAMU-4,-12.0914413009713,-77.0263900867258
2015-040045,28-06-2015,"07:00:28 p.m.","  PJ. LAS BEGONIAS 000        JESUS MARIA","EMERGENCIA MEDICA",AMB-202,-12.088168974825,-77.0545304124011
2015-040044,28-06-2015,"06:58:50 p.m.","AV. MICAELA BASTIDAS CRUCE CON AV. LOS ANGELES VILLA EL SALVADOR            VILLA EL SALVADOR","EMERGENCIA MEDICA",AMB-6,-12.2008650749076,-76.9508104962277
2015-040043,28-06-2015,"06:56:34 p.m.","  AV. AREQUIPA 2200       LINCE",INCENDIO,MATPEL-4,-12.0866832862488,-77.0342321050498
2015-040042,28-06-2015,"06:49:32 p.m.","JR. CUZCO CRUCE CON JR. DE LA UNION LIMA            LIMA","EMERGENCIA MEDICA",MATPEL-4,-12.0489793273516,-77.0333646530511
2015-040041,28-06-2015,"06:48:14 p.m.","  JR. DE LA UNION 698        LIMA","EMERGENCIA MEDICA",AMB-2,-12.0484809639857,-77.0330070721828
2015-040040,28-06-2015,"06:37:50 p.m.","  JR. SIMON SALGUERO 288        SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-2,-12.1306196819339,-77.0111822119269
2015-040039,28-06-2015,"06:37:35 p.m.","AV. MODELO CRUCE CON AV. CENTRAL VILLA EL SALVADOR            VILLA EL SALVADOR",INCENDIO,"AMB-6, M105-1, M106-1, M106-3",-12.1891147008212,-76.948032996914
2015-040038,28-06-2015,"06:34:06 p.m.","CHANCAY HUARAL KM 6.5            ","ACCIDENTE VEHICULAR","AMB-44, M44-1",,
2015-040037,28-06-2015,"06:34:05 p.m.","  CL. JUAN BENITES DUBEAU DPT 301 173        SAN BORJA","EMERGENCIA MEDICA",AMB-11,,
2015-040036,28-06-2015,"06:28:17 p.m.","  CL. MAXIMO GORBITZ 218        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",AMB-106,-12.1683686470759,-76.9650698245041
2015-040035,28-06-2015,"06:27:47 p.m.","  JR. CAJAMARCA 604        RIMAC","EMERGENCIA MEDICA",AMB-21,-12.0404150911712,-77.0226461021758
2015-040034,28-06-2015,"06:10:50 p.m.","CARRETERAS - PANAMERICANAS CARRETERA CENTRAL 13            ATE","EMERGENCIA MEDICA",AMB-32,-12.009587617052,-76.8675820979589
2015-040033,28-06-2015,"05:58:25 p.m.",,"EMERGENCIA MEDICA",AMB-2,-12.0525519521968,-77.0354660636126
2015-040032,28-06-2015,"05:52:39 p.m.","  CL. GERMAN AMEZAGA 327        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",AMB-106,-12.1681893647291,-76.9752225844576
