ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2016-064739,06-11-2016,"11:54:22 p.m.","AV. TANTAMAYO CRUCE CON AV. CENTRAL SAN MARTIN DE PORRES            SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-168,-11.9619221410135,-77.094389345568
2016-064738,06-11-2016,"11:53:46 p.m.","  CL. JOSE BERNARDO ALCEDO 741        VILLA MARIA DEL TRIUNFO","MATERIALES PELIGROSOS (INCIDENTE)","AMB-106, AMB-120, AMB-133, M129-1, M134-1, M155-1, M6-1",-12.1832448035,-76.9455190771644
2016-064737,06-11-2016,"11:51:07 p.m.","  AV. AURELIO MIROQUESADA (EL GOLF) 292        SAN ISIDRO","EMERGENCIA MEDICA",AMB-202,-12.0999198696053,-77.041766171587
2016-064736,06-11-2016,"11:40:52 p.m.","  AV. CORONEL SAMUEL ALCAZAR  TORRE  10  DPT   501 310        RIMAC","EMERGENCIA MEDICA",AMB-2,-12.0308247575187,-77.0291598286863
2016-064735,06-11-2016,"11:36:58 p.m.","  PJ. JERONIIMO LOPEZ HINOSTROZA 587-A      VILLA MARIA DEL TRIUNFO","EMERGENCIA MEDICA",AMB-106,-12.1659950043677,-76.9454810830997
2016-064734,06-11-2016,"11:33:22 p.m.","  AV. NICOLAS ARRIOLA 2300       LA VICTORIA","EMERGENCIA MEDICA","AMB-138, AMB-8",-12.0703632705872,-77.0002235706758
2016-064733,06-11-2016,"11:31:07 p.m.","  CL. CABO NICOLAS GUTARRA 960        PUEBLO LIBRE",RESCATE,RES-36,-12.0806593058429,-77.0678153593393
2016-064732,06-11-2016,"11:30:53 p.m.","AV. ANGAMOS ESTE (PRIMAVERA) CRUCE CON AV. AVIACION SAN BORJA            SAN BORJA","EMERGENCIA MEDICA",AMB-11,-12.1110426097379,-77.0003732955998
2016-064731,06-11-2016,"11:15:20 p.m.","  AV. JULIO CESAR TELLO   III  ZONA 258        COMAS","EMERGENCIA MEDICA",AMB-11,-11.9145843134629,-77.0291581128175
2016-064730,06-11-2016,"11:12:29 p.m.","CL. RIO CHINCHA CRUCE CON CL. PUERTO PIZARRO SAN LUIS            SAN LUIS","EMERGENCIA MEDICA","AMB-8, M4-1",-12.0747804261448,-77.0048042499871
2016-064729,06-11-2016,"10:55:55 p.m.","MAURTUA CRUCE PANAMA             ","EMERGENCIA MEDICA",MATPEL171,,
2016-064728,06-11-2016,"10:49:10 p.m.","  AV. INCA GARCILAZO DE LA VEGA (WILSON) 1400       LIMA","EMERGENCIA MEDICA",AMB-8,-12.0589068854498,-77.0380524785836
2016-064727,06-11-2016,"10:36:27 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA SUR 6            SAN BORJA","ACCIDENTE VEHICULAR","AMB-11, AMB-16, M11-1, M127-1",-12.1096235749428,-76.9786300098261
2016-064726,06-11-2016,"10:33:17 p.m.",,"EMERGENCIA MEDICA",AMB-168,-12.0610334460497,-77.0768090942068
2016-064725,06-11-2016,"10:30:38 p.m.","  CL. MIRAFLORES 230        VILLA MARIA DEL TRIUNFO","EMERGENCIA MEDICA",AMB-106,-12.1605013410813,-76.9543700577298
2016-064724,06-11-2016,"10:16:03 p.m.","  JR. PUNO 500        CALLAO",INCENDIO,"AMB-1, M1-1, M15-1, M34-1, M60-1, M7-1",-12.055967286698,-77.1384259578747
2016-064723,06-11-2016,"10:15:36 p.m.","  PJ. JULIO C. TELLO 225        MIRAFLORES","EMERGENCIA MEDICA",AMB-28,-12.1219218352689,-77.0283773534265
2016-064722,06-11-2016,"10:05:04 p.m.","  JR. HIPOLITO UNANUE (8)  URB LUCIANA 186        ","MATERIALES PELIGROSOS (INCIDENTE)",M164-1,-11.8909969813159,-77.0317599069027
2016-064721,06-11-2016,"10:03:05 p.m.","  JR. FRANCIA 1100       LA VICTORIA","MATERIALES PELIGROSOS (INCIDENTE)",M202-1,-12.070687359128,-77.0186630874405
2016-064720,06-11-2016,"09:50:00 p.m.","AV. ABANCAY CRUCE CON JR. CUZCO LIMA            LIMA",INCENDIO,M3-1,-12.0517603127203,-77.0288669362083
2016-064719,06-11-2016,"09:42:47 p.m.","POSTA DE PUCUSANA             ","EMERGENCIA MEDICA","AMB-133, AMB-160",,
2016-064718,06-11-2016,"09:24:51 p.m.","  JR. ARICA (AGUSTIN T. WHILAR) 270        BARRANCO","EMERGENCIA MEDICA",AMB-16,-12.1423592627517,-77.0159710166235
2016-064717,06-11-2016,"09:20:29 p.m.","URB EL PORVENIR             NAZCA","EMERGENCIA MEDICA",MED-200,,
2016-064716,06-11-2016,"09:16:53 p.m.","SANTA CATALINA            LA VICTORIA","SERVICIO ESPECIAL",AMB-8,,
2016-064715,06-11-2016,"09:14:59 p.m.","  AV. MANUEL VICENTE VILLARAN 315        MIRAFLORES",INCENDIO,M28-1,-12.1238401767694,-77.0081422203345
2016-064714,06-11-2016,"09:08:45 p.m.","RESIDENCIAL ANGOSTURA             ICA","EMERGENCIA MEDICA",MATPEL171,,
2016-064713,06-11-2016,"09:07:31 p.m.","AV. JAIME BAUSATE Y MEZA (BOLIVAR) CRUCE CON AV. AVIACION LA VICTORIA            LA VICTORIA","EMERGENCIA MEDICA",AMB-8,-12.0623698590054,-77.0128765192033
2016-064712,06-11-2016,"09:06:06 p.m.","  CL. LAS ESMERALDAS 800        EL AGUSTINO","MATERIALES PELIGROSOS (INCIDENTE)",M3-1,-12.031472187015,-77.0006089937479
2016-064711,06-11-2016,"08:59:56 p.m.","AV. CORONEL SAMUEL ALCAZAR CRUCE CON AV. TENIENTE FELIPE ARANCIBIA (TARAPACA) RIMAC            RIMAC","EMERGENCIA MEDICA",AMB-168,-12.0270111637188,-77.0334199466912
2016-064710,06-11-2016,"08:54:02 p.m.","B 133             ","EMERGENCIA MEDICA",AMB-133,,
2016-064709,06-11-2016,"08:53:56 p.m.","CHACAILLO            ","EMERGENCIA MEDICA",MED-80,,
2016-064708,06-11-2016,"08:44:45 p.m.","  PJ. AUGUSTO B. LEGUIA 165        CALLAO","EMERGENCIA MEDICA",AMB-168,-12.0101059264936,-77.0998408204663
2016-064707,06-11-2016,"08:40:57 p.m.","  CL. POSEIDON 153        ATE","EMERGENCIA MEDICA",AMB-127,-12.0717525546272,-76.9752373812296
2016-064706,06-11-2016,"08:31:34 p.m.","  AV. PASEO DE LA REPUBLICA 6236       MIRAFLORES",RESCATE,RES-28,-12.1309282205445,-77.0225655512072
2016-064705,06-11-2016,"08:29:16 p.m.","AV LOS INCAS            ","ACCIDENTE VEHICULAR","AMB-82, RES-82-2",,
2016-064704,06-11-2016,"08:19:03 p.m.","AV. AGUSTIN LA ROSA LOZANO (DEFENSORES DE LIMA) (SAN FRANCISCO) CRUCE CON AV. SAN JUAN SAN JUAN DE MIRAFLORES            SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA","AMB-82, RES-82-2",-12.1478137567186,-76.9700755110454
2016-064703,06-11-2016,"08:17:49 p.m.","LOS OLIVOS            AYACUCHO","EMERGENCIA MEDICA",AMB-63,,
2016-064702,06-11-2016,"07:41:56 p.m.","CL. LOS MELONES CRUCE CON AV. LAS VIOLETAS INDEPENDENCIA            INDEPENDENCIA","ACCIDENTE VEHICULAR","AMB-100, AMB-168, AMB-8, M3-1, M9-1",-12.003873859908,-77.0542756155476
2016-064701,06-11-2016,"07:41:52 p.m.","URB VIRGEN DE CHAPI             ","EMERGENCIA MEDICA",MED-200,,
2016-064700,06-11-2016,"07:37:02 p.m.","BALNEARIO DE HUACACHINA            ICA","EMERGENCIA MEDICA",MATPEL171,,
2016-064699,06-11-2016,"07:24:24 p.m.","AUCALLAMA            ","EMERGENCIA MEDICA",AMB-44,,
2016-064698,06-11-2016,"07:21:44 p.m.","AV. JAVIER PRADO OESTE CRUCE CON AV. AREQUIPA SAN ISIDRO            SAN ISIDRO",INCENDIO,"M202-1, MATPEL-4, RES-28",-12.092259956131,-77.0334065092097
2016-064697,06-11-2016,"07:13:05 p.m.","  PJ. PUERTO DE PALOS 126        SAN ISIDRO","EMERGENCIA MEDICA","AMB-28, M4-1",-12.1036203713477,-77.036501400896
2016-064696,06-11-2016,"07:12:16 p.m.","  CL. PARURO 265        VILLA MARIA DEL TRIUNFO","EMERGENCIA MEDICA",AMB-155,-12.1649076542189,-76.918751112461
2016-064695,06-11-2016,"07:07:08 p.m.","  CL. TORRES PAZ 873        LIMA","EMERGENCIA MEDICA",AMB-8,-12.0720853487046,-77.0318931188983
2016-064694,06-11-2016,"07:04:23 p.m.","URB LOS MECANICOS            AYACUCHO",INCENDIO,M63-1,,
2016-064693,06-11-2016,"06:53:39 p.m.","  JR. DANIEL A. CARRION (MARTIN PEREZ) 570        MAGDALENA DEL MAR","EMERGENCIA MEDICA",AMB-100,-12.0918723073399,-77.0657101097624
2016-064692,06-11-2016,"06:48:18 p.m.","AV. STA TERESITA 600        NAZCA","EMERGENCIA MEDICA",AMB-82,,
2016-064691,06-11-2016,"06:26:13 p.m.","  CL. LOS TUCANES EN EL PORTON CLUB LOS CONDORES 100        CHACLACAYO","EMERGENCIA MEDICA",AMB-115-2,-11.9800460352618,-76.7423712499338
2016-064690,06-11-2016,"06:17:53 p.m.","FONAVI            CHANCAY","MATERIALES PELIGROSOS (INCIDENTE)",M80-1,,
2016-064689,06-11-2016,"06:13:20 p.m.","  JR. MARISCAL MILLER 1000       JESUS MARIA","EMERGENCIA MEDICA",AMB-202,-12.0751948249034,-77.0382791165273
2016-064688,06-11-2016,"06:08:21 p.m.","FONAVI CDRA 1            ","EMERGENCIA MEDICA",AMB-20,,
2016-064687,06-11-2016,"05:55:08 p.m.","  MA. LUIS CISNEROS 450        MIRAFLORES","EMERGENCIA MEDICA",AMB-28,-12.1241378287171,-77.0377525584788
2016-064686,06-11-2016,"05:38:03 p.m.","AV. ARIOSTO MATELLINI (COLECTORA RESIDENCIAL) CRUCE CON AV. DEFENSORES DEL MORRO (HUAYLAS) CHORRILLOS            CHORRILLOS","EMERGENCIA MEDICA",AMB-120,-12.1813234076591,-77.0124940139655
2016-064685,06-11-2016,"05:25:02 p.m.","  CL. LOMA CLARA MZ U2 LOTE 14 100        SANTIAGO DE SURCO","MATERIALES PELIGROSOS (INCIDENTE)",M134-1,-12.1362358413721,-76.9890733662269
2016-064684,06-11-2016,"05:09:04 p.m.","VILLA DE ANCON MZ 59 LOTE  11            ANCON","EMERGENCIA MEDICA",AMB-163,,
2016-064683,06-11-2016,"05:03:38 p.m.","  CL. CARTAGENA 565        PUEBLO LIBRE","EMERGENCIA MEDICA",AMB-202,-12.0704240924374,-77.0697169811339
2016-064682,06-11-2016,"04:58:34 p.m.","CL. MANUEL PARDO             PISCO",INCENDIO,CIST-37,,
