ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2017-013173,11-03-2017,"11:46:43 p.m.","SECTOR CASAYA            ","EMERGENCIA MEDICA",MED-90,,
2017-013172,11-03-2017,"11:40:32 p.m.","UGARTE Y MOSCOSO  400        SAN ISIDRO",RESCATE,RESLIG-100,,
2017-013171,11-03-2017,"11:35:04 p.m.","PANAMERICANA  NORTE    KM .  95            CHANCAY","ACCIDENTE VEHICULAR","M80-1, MED-80",,
2017-013170,11-03-2017,"11:24:03 p.m.",,"EMERGENCIA MEDICA",AMB-83,-12.0856104684217,-77.0759509545052
2017-013169,11-03-2017,"11:22:35 p.m.","MAGNOLIAS MAZ             ","EMERGENCIA MEDICA",AMB-32,,
2017-013168,11-03-2017,"11:20:41 p.m.","JR.  MAGNOLIAS    MZ.  A C   LOTE  6             LURIGANCHO","EMERGENCIA MEDICA",AMB-32-2,,
2017-013167,11-03-2017,"11:16:55 p.m.","  CL. 25 200        CALLAO","EMERGENCIA MEDICA",MED-18,-12.0124187569885,-77.0950315904614
2017-013166,11-03-2017,"11:10:25 p.m.","  AV. TACNA 366        SAN MIGUEL","MATERIALES PELIGROSOS (INCIDENTE)","AMB-83, M36-1",-12.0907795321409,-77.0782922277588
2017-013165,11-03-2017,"11:05:51 p.m.","JR. HUANUCO CRUCE CON JR. JUNIN LIMA            LIMA","EMERGENCIA MEDICA",AMB-2,-12.0511128565468,-77.0193246146302
2017-013164,11-03-2017,"11:03:50 p.m.","RIO LURIN             LURIN","DESASTRES NATURALES",RES-160,,
2017-013163,11-03-2017,"10:57:06 p.m.",,"EMERGENCIA MEDICA",MED-28,-12.1123031688947,-77.0333522030074
2017-013162,11-03-2017,"10:43:19 p.m.","AH. HIJOS ALMIRANTE GRAU             VENTANILLA",INCENDIO,"AMB-150, CIST25CD1, M150-1, M163-1, M184-1, M75-1, M9-5, MED-163",-11.8862852806875,-77.1308182356721
2017-013161,11-03-2017,"10:42:05 p.m.","A H EL MILAGROS I             HUARAL","EMERGENCIA MEDICA",AMB-44,,
2017-013160,11-03-2017,"10:41:56 p.m.","PTE  BALTA            SAYAN","DESASTRES NATURALES",AMB-216,,
2017-013159,11-03-2017,"10:36:07 p.m.","RICARDO PALMA   ZONA  DE  CUPICHE  CARRETERA  CENTRAL  KM. 43            LURIGANCHO",INCENDIO,M32-1,,
2017-013158,11-03-2017,"10:27:18 p.m.","  JR. JOSE DE LA TORRE UGARTE (SILVESTRE VERGARA)  SANTA  CRUZ  458        MIRAFLORES","EMERGENCIA MEDICA",MED-202,-12.1158766245021,-77.0425636987258
2017-013157,11-03-2017,"10:26:55 p.m.","AV COSTANERA  CDRA  19   ALT  MARANGITA            SAN MIGUEL","EMERGENCIA MEDICA",AMB-83,,
2017-013156,11-03-2017,"10:21:16 p.m.","  JR. CORONEL JOAQUIN BERNAL 300        LINCE","EMERGENCIA MEDICA",AMB-83,-12.0873148832496,-77.0364765848461
2017-013155,11-03-2017,"10:10:00 p.m.","  AV. COSTANERA (MIRAMAR) 2500       SAN MIGUEL",INCENDIO,"AMB-83, M5-5, M60-5",-12.0812091680027,-77.1063518964723
2017-013154,11-03-2017,"10:07:54 p.m.","  AV. FRANKLIN D. ROOSEVELT (SURCO) 800        SANTIAGO DE SURCO","EMERGENCIA MEDICA",MED-28,-12.14707366194,-77.0133569350722
2017-013153,11-03-2017,"10:06:20 p.m.","  JR. MANUEL CISNEROS 600        LA VICTORIA","MATERIALES PELIGROSOS (INCIDENTE)",M8-1,-12.0684488078645,-77.0212061289437
2017-013152,11-03-2017,"10:06:08 p.m.","AV.   EL  BOSQUE  ANEXO  8  CERRO  CAMOTE   JICAMARCA             SAN JUAN DE LURIGANCHO",INCENDIO,"AMB-138, M121-1, M121-3, M138-4, M21-1",,
2017-013151,11-03-2017,"09:45:50 p.m.","AV. UNIVERSITARIA NORTE CRUCE CON AV. LOS ALISOS LOS OLIVOS            LOS OLIVOS","EMERGENCIA MEDICA",AMB-168,-11.9831348062525,-77.0786636306569
2017-013150,11-03-2017,"09:45:09 p.m.","  JR. MOQUEGUA (MALAMBITO) 157        LIMA",INCENDIO,M14-1,-12.0496016800804,-77.0345439509504
2017-013149,11-03-2017,"09:33:18 p.m.","PUNTA NEGRA            PUNTA NEGRA","DESASTRES NATURALES",M125-1,,
2017-013148,11-03-2017,"09:23:42 p.m.","  AV. LOS PINOS  mz t lt 5  000        PUENTE PIEDRA","EMERGENCIA MEDICA",AMB124-2,-11.9151732205796,-77.0749154704749
2017-013147,11-03-2017,"09:14:24 p.m.","  AV. BRASIL 3029       MAGDALENA DEL MAR","EMERGENCIA MEDICA",MED-169,-12.0880922853261,-77.0643115629729
2017-013146,11-03-2017,"09:09:46 p.m.","  JR. BARCELONA (JOSE MARIANO ARCE) 415        PUEBLO LIBRE","EMERGENCIA MEDICA",MED-202,-12.0706984874916,-77.0657994721484
2017-013145,11-03-2017,"08:58:41 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA SUR 27            LURIN","EMERGENCIA MEDICA",AMB-160,-12.2615732074689,-76.9130723537528
2017-013143,11-03-2017,"08:54:50 p.m.","LOS QUECHUAS CDRA 5             ATE","EMERGENCIA MEDICA","AMB-2, RES-127",,
2017-013142,11-03-2017,"08:52:50 p.m.","TAMRUGAL MZ D LOTE  31 URB. PEDRO RUIZ GALLO            CALLAO","EMERGENCIA MEDICA","AMB-2, RES-127",,
2017-013141,11-03-2017,"08:52:50 p.m.","PEDRO RUIZ GALLO            CALLAO","EMERGENCIA MEDICA","MED-34, MED-34-2",,
2017-013140,11-03-2017,"08:49:29 p.m.","  AV. SAN MARTIN 1340       PUEBLO LIBRE","EMERGENCIA MEDICA",AMB-83,-12.0794074573995,-77.0633867462059
2017-013139,11-03-2017,"08:34:06 p.m.","AH. HUASCATA MZ G LT 10            CHACLACAYO","EMERGENCIA MEDICA","AMB-115, AMB-115-2",-11.9966470569267,-76.8209334059254
2017-013138,11-03-2017,"08:33:47 p.m.","PANCHA PAULA II ETAPA MZB5 LOTE  14            PUENTE PIEDRA","EMERGENCIA MEDICA",AMB-150,,
2017-013137,11-03-2017,"08:32:01 p.m.","  AV. 12 DE OCTUBRE (LOS PROCERES) 300        SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-163,-12.017292356866,-77.0865240149154
