ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2016-054581,12-09-2016,"11:45:38 p.m.","  CL. IGNACIO TOROTE (4) 685        LOS OLIVOS","EMERGENCIA MEDICA",AMB-168,-12.0070928389948,-77.0670211071449
2016-054580,12-09-2016,"11:44:50 p.m.","  CL. JOSE PENZA VENTOCILLA   MZ.  N   URB.  HONOR  Y  LEALTAD   000        SANTIAGO DE SURCO","MATERIALES PELIGROSOS (INCIDENTE)","AMB-6, M13-1, M16-1, M6-1",-12.1629817521929,-76.9862716939708
2016-054579,12-09-2016,"11:42:10 p.m.","AV. HIGUERETA CON ALAMEDA EL ALVA            SANTIAGO DE SURCO","MATERIALES PELIGROSOS (INCIDENTE)",M134-1,,
2016-054578,12-09-2016,"11:23:24 p.m.","AV. ALIPIO PONCE CRUCE CON AV. GUARDIA CIVIL (ANTONIO VARGAS) (CONDORES) CHORRILLOS            CHORRILLOS","EMERGENCIA MEDICA","AMB-6, M13-1",-12.1741268107517,-76.9929365168713
2016-054577,12-09-2016,"11:06:32 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA SUR 7            SANTIAGO DE SURCO","ACCIDENTE VEHICULAR","AMB-127, M134-1",-12.1184481843196,-76.977199775831
2016-054576,12-09-2016,"11:03:52 p.m.","  JR. MACHU PICCHU   VILLA  CAMPA     340        RIMAC","EMERGENCIA MEDICA",AMB-21,-12.0327893013285,-77.0343416205618
2016-054575,12-09-2016,"10:53:00 p.m.","  AV. ALMIRANTE MIGUEL GRAU (JOSE MARIA EGUREN) 100        BARRANCO","EMERGENCIA MEDICA",AMB-6,-12.1509943186552,-77.0202703490792
2016-054574,12-09-2016,"10:45:18 p.m.","  AV. LA MARINA 800        PUEBLO LIBRE","ACCIDENTE VEHICULAR","M36-1, MED-100, RES-36",-12.0818847928078,-77.0709040687934
2016-054573,12-09-2016,"10:42:15 p.m.","  JR. MONTEMAR (CRUZ DEL SUR) 120        SANTIAGO DE SURCO","EMERGENCIA MEDICA",MED-28,-12.1184561740113,-76.9878412316258
2016-054572,12-09-2016,"10:33:16 p.m.","UR.LOS GIRASOLES   MZ C NA             CHACLACAYO","EMERGENCIA MEDICA",AMB-115-2,,
2016-054571,12-09-2016,"10:33:14 p.m.","CL CALLAO CDRA 3            ","EMERGENCIA MEDICA",AMB-37,,
2016-054570,12-09-2016,"10:16:57 p.m.",,"MATERIALES PELIGROSOS (INCIDENTE)","M2-1, M3-1",-12.0419554825153,-77.028063535176
2016-054569,12-09-2016,"10:07:43 p.m.","AV. LOS FRESNOS (C) CRUCE CON AV. LOS CONDORES (EL ESTABLO) LA MOLINA            LA MOLINA","EMERGENCIA MEDICA",MED-96,-12.1004688069025,-76.9438795614053
2016-054568,12-09-2016,"10:01:33 p.m.","  JR. FILADELFIA 1700       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-65-2,-12.0328093118196,-77.0642220905426
2016-054567,12-09-2016,"10:01:09 p.m.","  AV. GRAN CHIMU 1113       SAN JUAN DE LURIGANCHO","EMERGENCIA MEDICA",AMB-176,-12.0244419578814,-76.9927975044437
2016-054566,12-09-2016,"09:59:14 p.m.","  AV. PARQUE DE LAS LEYENDAS 300        SAN MIGUEL","ACCIDENTE VEHICULAR","AMB-7, M36-1, RES-83",-12.0751069046094,-77.0875230783035
2016-054565,12-09-2016,"09:52:41 p.m.","  CL. MIGUEL DASSO 155        SAN ISIDRO",INCENDIO,"AMB-7, M36-1, RES-83",-12.1057753491222,-77.040220606869
2016-054564,12-09-2016,"09:46:32 p.m.","PJ. DEIMOS (CARRION) CRUCE CON AV. EL CARMEN SANTIAGO DE SURCO            SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB134,-12.1477932485827,-76.9882868274587
2016-054563,12-09-2016,"09:44:54 p.m.","  JR. JIMENEZ POLO 400        EL AGUSTINO","EMERGENCIA MEDICA",AMB-138,-12.0486434458137,-76.9989265781212
2016-054562,12-09-2016,"09:36:43 p.m.","  PJ. MARTIR JOSE OLAYA (CASIMIRO LAYNEZ MONGOYA) 100        MIRAFLORES","EMERGENCIA MEDICA",MED-100,-12.1197775657086,-77.0302115756678
2016-054561,12-09-2016,"09:34:51 p.m.",,"EMERGENCIA MEDICA",AMB-44,,
2016-054560,12-09-2016,"09:31:32 p.m.","  AV. ANGELICA GAMARRA 1500       LOS OLIVOS","EMERGENCIA MEDICA",MED-9,-12.0062320661821,-77.0781946662403
2016-054559,12-09-2016,"09:29:08 p.m.","  AV. JOSE CARLOS MARIATEGUI (CALLE REAL) 2200       EL AGUSTINO","EMERGENCIA MEDICA",AMB-2,-12.0357266891325,-76.9971965905448
2016-054558,12-09-2016,"09:19:34 p.m.","  CL. MIGUEL GRAU 400        PUENTE PIEDRA","EMERGENCIA MEDICA",AMB124-2,-11.8644089382029,-77.0785172821022
2016-054557,12-09-2016,"09:10:23 p.m.","  AV. EL CARMEN 100        SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-120,-12.1450828941316,-76.9904051492492
