ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2015-063518,27-10-2015,"11:58:52 p.m.","AH. 4 SUYOS NUEVO MILENIO SECTOR 05 DE JULIO P            SAN JUAN DE LURIGANCHO","EMERGENCIA MEDICA",,-11.9710258880075,-76.985548496299
2015-063517,27-10-2015,"11:56:06 p.m.","  AV. LA MOLINA 1000       LA MOLINA","EMERGENCIA MEDICA",MED-96,-12.0708451785416,-76.9566777331706
2015-063516,27-10-2015,"11:42:55 p.m.","  AV. VILLA MARIA 400        VILLA MARIA DEL TRIUNFO","EMERGENCIA MEDICA",AMB-106,-12.1644311665996,-76.9477893681042
2015-063515,27-10-2015,"11:42:48 p.m.","SERENATA DE B5             BELLAVISTA","SERVICIO ESPECIAL","AMB-7, M1-5, M15-1, M18-5, M60-1, M7-1, M9-1, M9-5, MED-9",,
2015-063514,27-10-2015,"11:38:29 p.m.","AV. CHANCAY            HUARAL",INCENDIO,M44-1,,
2015-063513,27-10-2015,"11:34:22 p.m.","CO. EL VALLE F            SAN JUAN DE LURIGANCHO","EMERGENCIA MEDICA",AMB-21,-12.0211826490894,-76.9589021546496
2015-063512,27-10-2015,"11:25:47 p.m.","  AV. ALFREDO BENAVIDES 2400       SANTIAGO DE SURCO","EMERGENCIA MEDICA",MED-16,-12.1279031712583,-77.0081896748964
2015-063511,27-10-2015,"11:24:11 p.m.",,"EMERGENCIA MEDICA",MED-16,-11.8754859566769,-77.0672148042412
2015-063510,27-10-2015,"11:19:40 p.m.","  JR. ALMIRANTE MARTIN GUISSE  1750       LINCE","EMERGENCIA MEDICA",MED-100,-12.0825492324218,-77.0392413357304
2015-063509,27-10-2015,"11:19:09 p.m.","CARRETERAS - PANAMERICANAS CARRETERA CENTRAL 3            ATE","EMERGENCIA MEDICA",AMB-2,-12.0479126258659,-76.9480582042798
2015-063508,27-10-2015,"11:08:40 p.m.","  AV. JAVIER PRADO ESTE 2798       SAN BORJA","EMERGENCIA MEDICA",SAMU-138,-12.0874287502065,-76.9972092473812
