ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2016-021822,31-03-2016,"04:24:18 p.m.",,"EMERGENCIA MEDICA",AMB-65,-12.0191214151358,-77.0569403832831
2016-021821,31-03-2016,"04:21:59 p.m.","  JR. COMBATE DE IQUIQUE (TACNA) 800        SANTIAGO DE SURCO",INCENDIO,AMB-65,-12.1409161305475,-77.0060888903543
2016-021820,31-03-2016,"04:13:33 p.m.","HOSPITAL              ","EMERGENCIA MEDICA",AMB-7,,
2016-021819,31-03-2016,"04:13:30 p.m.","  JR. EMILIO SANDOVAL (RIO DE JANEIRO) 557        CHORRILLOS","MATERIALES PELIGROSOS (INCIDENTE)","M6-1, SAMU-6",-12.1679728595507,-77.020306589488
2016-021818,31-03-2016,"03:59:31 p.m.","  AV. PACASMAYO 500        CALLAO","EMERGENCIA MEDICA",MED-9,-12.0126986590306,-77.1005443030905
2016-021817,31-03-2016,"03:58:23 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 33            PUENTE PIEDRA",INCENDIO,"AMB-150, M150-1, M75-1",-11.8478626223729,-77.095875282171
2016-021816,31-03-2016,"03:56:30 p.m.","CL. VICTOR VELEZMORO CRUCE CON CL. JORGE A. EZETA SAN BORJA            SAN BORJA","EMERGENCIA MEDICA",AMB-8,-12.0829068029907,-76.9878755704429
2016-021815,31-03-2016,"03:56:27 p.m.",,"EMERGENCIA MEDICA",AMB-28,-12.1058552258882,-77.0055292665833
2016-021814,31-03-2016,"03:55:33 p.m.","BOLOGNESI 500        ","EMERGENCIA MEDICA",AMB-37,,
2016-021813,31-03-2016,"03:54:49 p.m.","  CL. BERNARDINO ROMERO    ZONA   D    798        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",AMB-120,-12.162738083983,-76.9605437242091
2016-021812,31-03-2016,"03:32:59 p.m.","PLAYA CHORRILLOS            ","EMERGENCIA MEDICA",AMB-20,,
2016-021811,31-03-2016,"03:21:51 p.m.","  JR. MIGUEL DE CERVANTES SAAVEDRA (3) 291        SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-28,-12.121418817356,-76.9965292655612
2016-021810,31-03-2016,"03:16:08 p.m.","  AV. EL CARMEN 800        SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB134-2,-12.1494783874849,-76.9904197157224
2016-021809,31-03-2016,"03:11:35 p.m.","  AV. SEPARADORA INDUSTRIAL (A) 3700       ATE","EMERGENCIA MEDICA",AMB134-2,-12.0484916116286,-76.9381660095314
