ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2017-008613,13-02-2017,"11:48:16 p.m.","AH  ARBOLEDA DE SANTA ROSA            SANTA ROSA","EMERGENCIA MEDICA",AMB-184,-11.7824160586679,-77.1571639033775
2017-008612,13-02-2017,"11:24:38 p.m.","CA. PANAMERICANA NORTE CRUCE CON AV. ALEJANDRO BERTELLO (SANTA ROSA) SANTA ROSA            SANTA ROSA","EMERGENCIA MEDICA",AMB-163,-11.7847644910418,-77.1547378916967
2017-008611,13-02-2017,"11:22:59 p.m.","AV. PLAN VIAL CRUCE CON AV. CARLOS IZAGUIRRE (2) SAN MARTIN DE PORRES            SAN MARTIN DE PORRES","ACCIDENTE VEHICULAR","AMB-168, M9-1, RESLIG-161",,
2017-008610,13-02-2017,"11:15:28 p.m.","JR JULIO C TELLO MZ11F LTE 7 URB EL PROGRESO            CARABAYLLO","EMERGENCIA MEDICA",AMB-164,,
2017-008609,13-02-2017,"11:06:30 p.m.","AV. HUAROCHIRI (MELGAREJO) CRUCE CON AV. SEPARADORA INDUSTRIAL (SANTA FELICIA) ATE - VITARTE            ATE","ACCIDENTE VEHICULAR","M138-1, RES-96",-12.0567341051965,-76.944692034667
2017-008608,13-02-2017,"11:02:19 p.m.",,INCENDIO,M16-1,-12.1405065313238,-76.9970835026622
2017-008607,13-02-2017,"11:01:01 p.m.","JR 3 DE FEBRERO CRUCE AV MEXICO             LA VICTORIA","EMERGENCIA MEDICA",MED-202,,
2017-008606,13-02-2017,"10:54:17 p.m.","CARRETERAS - PANAMERICANAS ANTIGUA PANAMERICANA SUR 43            PUNTA HERMOSA","ACCIDENTE VEHICULAR","AMB-125, AMB-155, AMB-160, M129-1, M155-1",-12.2929050378294,-76.8547343927309
2017-008605,13-02-2017,"10:47:29 p.m.","  JR. JUAN CRESPO Y CASTILLO 2614       LIMA","EMERGENCIA MEDICA",AMB-60,-12.0369422172502,-77.0745887059246
2017-008604,13-02-2017,"10:28:35 p.m.","CURVA ESQUIVEL KM. 7             HUARAL","ACCIDENTE VEHICULAR",AMB-44,,
2017-008603,13-02-2017,"10:25:57 p.m.",,"EMERGENCIA MEDICA",MED-80,,
2017-008602,13-02-2017,"10:24:54 p.m.","CL LAS MALVINAS            HUAURA","EMERGENCIA MEDICA",AMB-20,,
2017-008601,13-02-2017,"10:07:11 p.m.","  PQ. UNION PANAMERICANA 160        LA VICTORIA","EMERGENCIA MEDICA",MED-202,-12.0773915049394,-77.0232578447793
2017-008600,13-02-2017,"10:01:23 p.m.","ESTADIO DE MARCONA            MARCONA","SERVICIO ESPECIAL",MED-152,,
2017-008599,13-02-2017,"10:00:22 p.m.",,"EMERGENCIA MEDICA",MED-169,-12.0525519521968,-77.0354660636126
2017-008598,13-02-2017,"09:50:33 p.m.",,"EMERGENCIA MEDICA",MED-169,-12.0676683843066,-77.0477912602014
2017-008597,13-02-2017,"09:47:34 p.m.","UR. PEDRO RUIZ GALLO D lte 31            CALLAO","EMERGENCIA MEDICA",AMB-60,-12.050810122207,-77.1018973888369
2017-008596,13-02-2017,"09:40:29 p.m.","EDIFICIO LOS VESCOS            CHACLACAYO","EMERGENCIA MEDICA",AMB-115-2,,
2017-008595,13-02-2017,"09:39:05 p.m.","  AV. TOMAS VALLE 1100       LOS OLIVOS","EMERGENCIA MEDICA","M168-1, MED-9",-12.0112465291083,-77.0727317709519
2017-008594,13-02-2017,"09:34:26 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 39.5            SANTA ROSA","EMERGENCIA MEDICA","M168-1, MED-9",-11.8002371999846,-77.138102389307
2017-008593,13-02-2017,"09:22:31 p.m.","AV. DE LOS PRECURSORES CRUCE CON AV. ELMER FAUCETT SAN MIGUEL            SAN MIGUEL",INCENDIO,"AMB-60, M5-1, M60-1, M7-1, M83-1",-12.0695967636935,-77.0983296920541
2017-008592,13-02-2017,"09:20:02 p.m.","ACILO DE VISTA ALEGRE            NAZCA","EMERGENCIA MEDICA",AMB-200,,
2017-008591,13-02-2017,"09:16:48 p.m.","  AV. TOMAS VALLE 2100       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",MED-9,-12.0124587546014,-77.0847870423128
2017-008590,13-02-2017,"09:13:34 p.m.",,"MATERIALES PELIGROSOS (INCIDENTE)","AMB-83, M10-1",-12.053720364769,-77.0460335863166
2017-008589,13-02-2017,"09:02:52 p.m.","AV. UNIVERSITARIA CRUCE CON AV. LA MARINA SAN MIGUEL            SAN MIGUEL","EMERGENCIA MEDICA",MED-202,-12.0782877253793,-77.0824586374011
2017-008588,13-02-2017,"08:50:07 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA SUR 93            ","ACCIDENTE VEHICULAR",M133-1,,
