ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2017-000890,04-01-2017,"11:55:20 p.m.","PANAMERICANA SUR KM. 201            ","ACCIDENTE VEHICULAR","AMB-38, M38-4",,
2017-000889,04-01-2017,"11:48:31 p.m.","  AV. JORGE VANDERGHEN 397        MIRAFLORES","EMERGENCIA MEDICA",MED-100,-12.110306815982,-77.0403330610636
2017-000888,04-01-2017,"11:40:18 p.m.","AH. LOS ROSALES DE PRO N             LOS OLIVOS","MATERIALES PELIGROSOS (INCIDENTE)","AMB-124, M124-1",-11.9476419299681,-77.0759428697944
2017-000887,04-01-2017,"11:26:46 p.m.","  AL. JAVIER FRANCISCO MARIATEGUI 800        SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-120,-12.1538909938734,-76.9848923758365
2017-000886,04-01-2017,"11:09:32 p.m.","AV. PRINCIPAL AAHH VILLAS DE ANCON             ANCON","EMERGENCIA MEDICA",MED-163,,
2017-000885,04-01-2017,"11:09:12 p.m.","AV. AGUSTIN GAMARRA CRUCE CON AV. RAFAEL ESCARDO SAN MIGUEL            SAN MIGUEL","EMERGENCIA MEDICA",AMB-7,-12.0829478632262,-77.0959016071542
2017-000884,04-01-2017,"11:08:35 p.m.","B6            CHORRILLOS","EMERGENCIA MEDICA",AMB6-2,,
2017-000883,04-01-2017,"10:56:28 p.m.","AV. GABRIEL CONDORCANQUI (A) (6) (8) CRUCE CON AV. CHIMPU OCLLO CARABAYLLO            CARABAYLLO","EMERGENCIA MEDICA",AMB-164,-11.8926049462949,-77.0391280381301
2017-000882,04-01-2017,"10:52:04 p.m.","  AV. LOS QUECHUAS 1300       ATE","MATERIALES PELIGROSOS (INCIDENTE)",AMB-164,-12.0754152947418,-76.9780168125856
2017-000881,04-01-2017,"10:51:23 p.m.","  JR. MAMA OCLLO (SIMON CONDORI) 482        PUEBLO LIBRE","EMERGENCIA MEDICA","AMB-10, RES-14",-12.0685089145201,-77.0529941005741
2017-000880,04-01-2017,"10:27:21 p.m.","CL. CIPRIANO NICANOR RIVAS (PARAGUAY) CRUCE CON AV. MARISCAL RAMON CASTILLA CHORRILLOS            CHORRILLOS",RESCATE,M6-1,-12.1712100226023,-77.0273452256256
2017-000879,04-01-2017,"10:11:50 p.m.","  JR. LAMBAYEQUE 3847       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-65,-12.0255423683669,-77.0885139088343
2017-000878,04-01-2017,"09:31:45 p.m.","1 ER DE ENERO             LURIGANCHO","EMERGENCIA MEDICA",AMB-32-2,,
2017-000877,04-01-2017,"09:21:17 p.m.","MUNICIPALIDAD DE PARAMONGA            PARAMONGA","ACCIDENTE VEHICULAR",AMB-81,,
2017-000876,04-01-2017,"09:21:09 p.m.","JR. ASAMBLEA / MACO CAPAC             AYACUCHO","EMERGENCIA MEDICA",MED-63,,
2017-000875,04-01-2017,"09:20:24 p.m.",,"EMERGENCIA MEDICA",MED-63,-12.0574133574305,-77.0548070945485
2017-000874,04-01-2017,"09:18:28 p.m.","  CL. HIPOLITO UNANUE 313        COMAS","EMERGENCIA MEDICA",AMB-124,-11.9380518865672,-77.0566906003736
2017-000873,04-01-2017,"09:05:57 p.m.","CL.INCA GARCILASO DE LA VEGA MZ J LTE 13 URB PACHACUTEC            VENTANILLA","EMERGENCIA MEDICA",AMB-75,,
