ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2015-035301,05-06-2015,"11:58:23 p.m.","  CL. 12 DE FEBRERO AH MARCAVILCA  117        ","EMERGENCIA MEDICA",AMB-6,-12.1750645050332,-77.0251379953937
2015-035300,05-06-2015,"11:56:12 p.m.","  CL. PISAC SAN FCO DE TABLADA 000        VILLA MARIA DEL TRIUNFO","EMERGENCIA MEDICA",AMB-106,-12.1806141747758,-76.9284326976061
2015-035299,05-06-2015,"11:55:22 p.m.","  CL. LAS PALOMAS 413        SURQUILLO","EMERGENCIA MEDICA",AMB-16,-12.1039169687601,-77.0245563946502
2015-035298,05-06-2015,"11:46:27 p.m.","ALTO EL MOLINO             PISCO",RESCATE,AUX-37,,
2015-035297,05-06-2015,"11:41:30 p.m.",,INCENDIO,M1-5,-12.0582292249155,-77.1429964221459
2015-035296,05-06-2015,"11:36:04 p.m.","CL. LAS PALMERAS CRUCE CON AV. JAVIER PRADO OESTE SAN ISIDRO            SAN ISIDRO","EMERGENCIA MEDICA",AMB-202,-12.0929555854396,-77.0386437254536
2015-035295,05-06-2015,"11:28:58 p.m.",,"EMERGENCIA MEDICA",AMB-7,-12.0582292249155,-77.1429964221459
2015-035294,05-06-2015,"11:26:28 p.m.","CJ HABITACIONAL SAN GABINO FAP BLOCK  21 DPTO  L            SANTIAGO DE SURCO","EMERGENCIA MEDICA",SAMU-120,-12.1536529017117,-76.9913264263512
2015-035293,05-06-2015,"11:26:26 p.m.","  JR. LOS DIAMANTES 179        LA VICTORIA","EMERGENCIA MEDICA",SAMU-4,-12.0786094685802,-77.0238163898554
2015-035292,05-06-2015,"11:23:51 p.m.","UV. MIRONES 40 LETRA F             LIMA","EMERGENCIA MEDICA",AMB-14,-12.0532085642674,-77.0682446837167
2015-035291,05-06-2015,"11:20:50 p.m.","CAJA DE AGUA            ","EMERGENCIA MEDICA",AMB-121,,
2015-035290,05-06-2015,"11:15:10 p.m.",,"EMERGENCIA MEDICA",SAMU-10,-12.0419738567646,-77.0372032137901
2015-035289,05-06-2015,"11:14:01 p.m.","AV. AYACUCHO (HOJA REDONDA) CRUCE CON AV. ALFREDO BENAVIDES SANTIAGO DE SURCO            SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-134,-12.128346210782,-76.9928185619608
2015-035288,05-06-2015,"11:11:46 p.m.","CAMINO  A RETES   HUARAL            HUARAL","EMERGENCIA MEDICA",AMB-44,,
2015-035287,05-06-2015,"10:58:31 p.m.","  AV. CORONEL JUAN PASCAL PRINGLES (LA FONTANA) 800        LA MOLINA","EMERGENCIA MEDICA",AMB-96,-12.0732335596286,-76.949600862789
2015-035286,05-06-2015,"10:44:12 p.m.","B-207            ","EMERGENCIA MEDICA",AMB-207,,
2015-035285,05-06-2015,"10:25:33 p.m.","BAUZATE   Y   MEZA   1062       LA VICTORIA",RESCATE,"RES-4, SNOR-4",,
2015-035284,05-06-2015,"10:22:25 p.m.","AV. ALFREDO BENAVIDES CRUCE CON AV. AYACUCHO (HOJA REDONDA) SANTIAGO DE SURCO            SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-134,-12.128346210782,-76.9928185619608
2015-035283,05-06-2015,"10:19:31 p.m.","  CL. LOS JAZMINES 498        ATE","EMERGENCIA MEDICA",AMB-176,-12.0613677976747,-76.9896860782834
2015-035282,05-06-2015,"10:17:28 p.m.","  JR. COMANDANTE ESPINAR (LOPEZ DE SOLIS) 650        MAGDALENA DEL MAR","MATERIALES PELIGROSOS (INCIDENTE)","AMB-202, M83-1",-12.0947228340963,-77.0767605970614
2015-035281,05-06-2015,"10:06:58 p.m.","MEDIO MUNDO            ","ACCIDENTE VEHICULAR","AMB-20, RES-20",,
2015-035280,05-06-2015,"10:05:52 p.m.","AV. LOS ALMENDROS (F) CRUCE CON AV. PANAMERICANA NORTE INDEPENDENCIA            INDEPENDENCIA","EMERGENCIA MEDICA",MED-161,-11.9863189127539,-77.0645926404085
2015-035279,05-06-2015,"10:01:19 p.m.","  AV. LIMA (BUENOS AIRES) 242        LA PERLA","EMERGENCIA MEDICA",AMB-7,-12.0668047919758,-77.1238374163238
2015-035278,05-06-2015,"09:49:03 p.m.","B-125            ","EMERGENCIA MEDICA",AMB-125,,
2015-035277,05-06-2015,"09:43:00 p.m.","  AV. REPUBLICA ARGENTINA 4000       CALLAO","EMERGENCIA MEDICA",AMB-60,-12.0489338236955,-77.102911123524
2015-035276,05-06-2015,"09:26:33 p.m.","  JR. ANCASH 942        LIMA","EMERGENCIA MEDICA",AMB-2,-12.0478083795409,-77.0209854993216
2015-035275,05-06-2015,"09:21:34 p.m.","  CL. MARIANO MELGAR 125        INDEPENDENCIA","EMERGENCIA MEDICA",AMB-65,-11.9918132443336,-77.0566996924927
2015-035274,05-06-2015,"09:10:54 p.m.","  CL. SANTO DOMINGO (42) 186        LA MOLINA","EMERGENCIA MEDICA",AMB-96,-12.0670622546811,-76.9374135848891
2015-035273,05-06-2015,"09:00:34 p.m.","CH. ANTONIA MORENO DE CACERES SECTOR 1 (CIUDAD DEL DEPORTE) R lot 24            VENTANILLA","EMERGENCIA MEDICA",AMB-75,-11.8874286765189,-77.1222878464897
2015-035272,05-06-2015,"09:00:13 p.m.","  CL. BELEN  MZ  N LT 14 1300       EL AGUSTINO","EMERGENCIA MEDICA",AMB-176,-12.0477776883186,-77.0017439138419
2015-035271,05-06-2015,"08:57:02 p.m.","  JR. HUALGAYOC 447        RIMAC",RESCATE,"AMB-2, M21-1, RES-21",-12.0399709901089,-77.0242606321106
2015-035270,05-06-2015,"08:39:17 p.m.","  JR. J. A. DE SUCRE 3600       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",MED-161,-12.0211353061771,-77.0843246109773
2015-035269,05-06-2015,"08:36:38 p.m.","  AV. LA MERCED 547        SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-16,-12.1312828381354,-77.0091835700757
2015-035268,05-06-2015,"08:19:46 p.m.","  AV. ARNALDO MARQUEZ 1526       JESUS MARIA","EMERGENCIA MEDICA",AMB-202,-12.0760798752636,-77.0515663624019
2015-035267,05-06-2015,"08:13:56 p.m.","AV. PEDRO SILVA CRUCE CON CL. JESUS MORALES SAN JUAN DE MIRAFLORES            SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",AMB-106,-12.1683488721465,-76.9739695049626
2015-035266,05-06-2015,"08:11:16 p.m.","  AV. VIA DE EVITAMIENTO 1900       ATE","EMERGENCIA MEDICA",AMB-169,-12.0771597802476,-76.9758583452979
2015-035265,05-06-2015,"07:57:16 p.m.","  JR. LAS GAVIOTAS 1400       SANTIAGO DE SURCO","EMERGENCIA MEDICA",SAMU-120,-12.1650241214666,-76.9969889199901
2015-035264,05-06-2015,"07:52:32 p.m.","  JR. CERRO DE PASCO 1600       COMAS","EMERGENCIA MEDICA",AMB-164,-11.956478121493,-77.0332634493785
2015-035263,05-06-2015,"07:52:08 p.m.","  CL. FERNANDO CASTRAT (LOS LAURELES) 450        SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-134,-12.1296377919032,-76.9976411201336
2015-035262,05-06-2015,"07:38:44 p.m.","  AV. SUCRE (INDEPENDENCIA) 984        MAGDALENA DEL MAR","EMERGENCIA MEDICA",AMB-7,-12.0898018495691,-77.0697255806554
2015-035261,05-06-2015,"07:27:03 p.m.","  CL. ESTOCOLMO 140        ATE","MATERIALES PELIGROSOS (INCIDENTE)","AMB-96, M138-4",-12.0414091335133,-76.9255357916318
