ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2015-047765,07-08-2015,"11:36:41 p.m.","LURIN            ","EMERGENCIA MEDICA",AMB-129,,
2015-047764,07-08-2015,"11:35:08 p.m.","  JR. DANIEL A. CARRION (MARTIN PEREZ) 570        MAGDALENA DEL MAR","EMERGENCIA MEDICA",AMB-83,-12.0918723073399,-77.0657101097624
2015-047763,07-08-2015,"11:27:40 p.m.","  CL. SAN RAMON 438        SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-65,-12.0178549079453,-77.0573306599583
2015-047762,07-08-2015,"11:27:20 p.m.","AV. PANAMERICANA NORTE ALT PARADERO SENATI 3500       INDEPENDENCIA","EMERGENCIA MEDICA",MED-161,-11.9975064870032,-77.0626422508795
2015-047761,07-08-2015,"11:11:08 p.m.","PLAYA PUERTO VIEJO // PANAMERICANA SUR            PUCUSANA","ACCIDENTE VEHICULAR","AMB-133, M133-1",,
2015-047760,07-08-2015,"11:00:04 p.m.","AV. LOS SAUCES CRUCE CON CL. LAS GUINDAS ATE - VITARTE            ","EMERGENCIA MEDICA","AMB-127, SAMU-138",-12.0684498110351,-76.9824585989481
2015-047759,07-08-2015,"10:51:03 p.m.","  JR. CORA 135        BARRANCO","MATERIALES PELIGROSOS (INCIDENTE)",M16-1,-12.1426253041297,-77.0187520590504
2015-047758,07-08-2015,"10:50:21 p.m.","AH. JOSE OLAYA BALANDRA I B LT 13            CHORRILLOS","EMERGENCIA MEDICA",SAMU-120,-12.1796667076521,-77.0198758561717
2015-047757,07-08-2015,"10:39:50 p.m.","URB MARQUEZ DE CORPAC             CHORRILLOS","EMERGENCIA MEDICA",AMB6-2,,
2015-047756,07-08-2015,"10:39:15 p.m.","  JR. PARURO 337        LIMA","EMERGENCIA MEDICA",AMB-2,-12.0470233007053,-77.0224622148186
2015-047755,07-08-2015,"10:36:02 p.m.","  JR. MANUEL SEGURA 232        LINCE","EMERGENCIA MEDICA",SAMU-4,-12.0796713139788,-77.0345430705069
2015-047754,07-08-2015,"10:35:44 p.m.",,"EMERGENCIA MEDICA",AMB-83,-12.0518175643051,-77.0790238196405
2015-047753,07-08-2015,"10:15:09 p.m.","TERMINAL DE SALAVERRY            HUACHO","EMERGENCIA MEDICA",AMB-20,,
2015-047752,07-08-2015,"09:53:43 p.m.","  CL. JULIO BELLIDO 586        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",SAMU-120,-12.158126558541,-76.9721466755429
2015-047751,07-08-2015,"09:53:40 p.m.","  JR. TACNA NORTE 566        CALLAO","EMERGENCIA MEDICA",AMB-83,-12.0570090945812,-77.1334500740395
2015-047750,07-08-2015,"09:50:59 p.m.","CARRETERAS - PANAMERICANAS CARRETERA CENTRAL 6            ATE","MATERIALES PELIGROSOS (INCIDENTE)","AMB-169, M138-4",-12.0321966102973,-76.9266527541126
2015-047749,07-08-2015,"09:46:48 p.m.","CUTERMO FRENTE DEL GOBIERNO REGIONAL            LIMA","ACCIDENTE VEHICULAR","M22-1, MED-171",,
2015-047748,07-08-2015,"09:34:09 p.m.",,"EMERGENCIA MEDICA",RES-193,,
2015-047747,07-08-2015,"09:33:46 p.m.","  PR. LUCANAS (PARINACOCHAS) 920        LA VICTORIA","EMERGENCIA MEDICA",AMB-4,-12.0684500460778,-77.0180219144673
2015-047746,07-08-2015,"09:32:55 p.m.","  AV. SANTO TORIBIO DE MOGROVEJO 320        COMAS","EMERGENCIA MEDICA",AMB-164,-11.9182716018348,-77.0260652346055
2015-047745,07-08-2015,"09:26:55 p.m.","RAMIRO PRIALE             ATE","ACCIDENTE VEHICULAR","AMB-169, M138-4, RES-96",,
2015-047744,07-08-2015,"09:25:01 p.m.","LAS AMERICAS  1800       ",INCENDIO,M37-2,,
2015-047743,07-08-2015,"09:17:21 p.m.","AV. ZARUMILLA 100        NAZCA","EMERGENCIA MEDICA",MED-82,,
2015-047742,07-08-2015,"09:08:23 p.m.","AAHH PANTEON CHINO COMITE 6            PARAMONGA","MATERIALES PELIGROSOS (INCIDENTE)",M81-1,,
2015-047741,07-08-2015,"09:07:19 p.m.","UR. AVITENTEL (ENTEL PERU) I            SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",SAMU-120,-12.1519946175633,-76.9812966228539
2015-047740,07-08-2015,"09:06:25 p.m.","  AV. LIMA NORTE 471        LURIGANCHO","EMERGENCIA MEDICA",MED32,-11.9304734324032,-76.6911400154635
2015-047739,07-08-2015,"09:00:59 p.m.",,"SERVICIO ESPECIAL",RES-193,,
2015-047738,07-08-2015,"08:59:17 p.m.","  CL. CORDOVA 111        SAN JUAN DE LURIGANCHO","MATERIALES PELIGROSOS (INCIDENTE)",M121-1,-11.9722601435702,-77.0059705360533
2015-047737,07-08-2015,"08:54:02 p.m.","  AV. GRAU 1100       LIMA","EMERGENCIA MEDICA","AMB-14, AMB-2",-12.0576346208884,-77.0199410845902
2015-047736,07-08-2015,"08:51:31 p.m.","  PR. RAMON CASTILLA 770        CHORRILLOS","EMERGENCIA MEDICA",AMB6-2,-12.1727283330571,-77.026219578513
2015-047735,07-08-2015,"08:49:14 p.m.","  AV. GENERAL JUAN ANTONIO ALVAREZ DE ARENALES 2000       LINCE","EMERGENCIA MEDICA",AMB-4,-12.0853388420333,-77.035421134498
2015-047734,07-08-2015,"08:45:33 p.m.","  AV. LAS BEGONIAS 500        SAN ISIDRO","EMERGENCIA MEDICA",SAMU-4,-12.093543313813,-77.0247371190657
2015-047733,07-08-2015,"08:44:18 p.m.","JR. TRUJILLO CRUCE CON JR. VIRU RIMAC            RIMAC","EMERGENCIA MEDICA",AMB-21,-12.0408900779678,-77.0293649657063
2015-047732,07-08-2015,"08:43:24 p.m.","  AV. PACHACUTEC 6321       VILLA MARIA DEL TRIUNFO","EMERGENCIA MEDICA",SAMU-106,-12.2047844239399,-76.9285632929636
2015-047731,07-08-2015,"08:37:11 p.m.","AS. LA ENTRADA HUACHIPA             ATE","ACCIDENTE VEHICULAR","AMB-169, M138-4, RES-96",-12.0181513164007,-76.8971400261799
2015-047730,07-08-2015,"08:29:23 p.m.","JR. CONSTITUCION CRUCE CON JR. PARAGUAY CALLAO            CALLAO",INCENDIO,"AMB-169, M138-4, RES-96",-12.0574533485675,-77.1442379077916
2015-047729,07-08-2015,"08:28:58 p.m.","JR. LIBERTAD CRUCE CON JR. PARAGUAY CALLAO            CALLAO",INCENDIO,M15-1,-12.0575580499275,-77.1441116896346
2015-047728,07-08-2015,"08:27:18 p.m.","  AV. REPUBLICA ARGENTINA 5100       CALLAO","EMERGENCIA MEDICA",MED-34,-12.0480731770816,-77.0933098236184
2015-047727,07-08-2015,"08:13:34 p.m.","  AV. RICARDO PALMA 1061       MIRAFLORES","EMERGENCIA MEDICA",AMB6-2,-12.1230884054399,-77.0193397870864
2015-047726,07-08-2015,"08:07:39 p.m.","AV. LA MARINA CRUCE CON PR. CASTILLA PUEBLO LIBRE            PUEBLO LIBRE","EMERGENCIA MEDICA",AMB-202,-12.0820688020231,-77.0703655616477
2015-047725,07-08-2015,"08:07:21 p.m.","  AV. SEBASTIAN LORENTE 1100       LIMA","EMERGENCIA MEDICA",AMB-2,-12.0540102370331,-77.0130918247458
2015-047724,07-08-2015,"08:02:57 p.m.","  CL. INDEPENDENCIA (SEBASTIAN SALINAS COSSIO) 318        MIRAFLORES","EMERGENCIA MEDICA","AMB-6, RES-28",-12.1164493680589,-77.0324020493377
2015-047723,07-08-2015,"07:49:13 p.m.",,"EMERGENCIA MEDICA",MED-34,,
2015-047722,07-08-2015,"07:41:58 p.m.","  CL. JULIO CALERO (IGNACIO SEMINARIO) (SANTA FE)MAZ 16 LOTE 17  500        CHORRILLOS","EMERGENCIA MEDICA",AMB6-2,-12.1735463420398,-77.0254680975074
2015-047721,07-08-2015,"07:41:01 p.m.","  AV. RICARDO MALACHOWSKY KULISICS 200        SAN BORJA","EMERGENCIA MEDICA",AMB-127,-12.1110009861654,-77.003930520483
2015-047720,07-08-2015,"07:40:43 p.m.","  CL. 12 431        RIMAC","EMERGENCIA MEDICA",AMB-21,-12.0229991840137,-77.0327185117716
2015-047719,07-08-2015,"07:40:25 p.m.","HUATACAS  KM 6  ANDAHUYLAS            AYACUCHO","EMERGENCIA MEDICA",MED-63,,
2015-047718,07-08-2015,"07:40:08 p.m.","  JR. HUARAZ (CHICLAYO) 188        SAN MARTIN DE PORRES","EMERGENCIA MEDICA",MED-161,-12.0257452988465,-77.0895128248635
2015-047717,07-08-2015,"07:36:39 p.m.","  AV. 28 DE JULIO 2024       LA VICTORIA","EMERGENCIA MEDICA",AMB-8,-12.061987813383,-77.0209590847706
2015-047716,07-08-2015,"07:26:08 p.m.","  AV. NICOLAS DE PIEROLA (LA COLMENA) 300        LIMA","EMERGENCIA MEDICA",AMB-21,-12.0477615602848,-77.040752224981
2015-047715,07-08-2015,"07:19:09 p.m.","AV. RICARDO RIVERA NAVARRETE (LAS MAGNOLIAS) CRUCE CON AV. JAVIER PRADO ESTE SAN ISIDRO            SAN ISIDRO","ACCIDENTE VEHICULAR","M4-1, MATPEL-4, SAMU-4",,
2015-047714,07-08-2015,"07:16:25 p.m.","  AV. RICARDO PALMA 1061       MIRAFLORES","EMERGENCIA MEDICA",MED-100,-12.1230884054399,-77.0193397870864
2015-047713,07-08-2015,"07:16:19 p.m.","  CL. ICA 128        LA PERLA","EMERGENCIA MEDICA",MED-34,-12.0708094138087,-77.1152250273744
2015-047712,07-08-2015,"07:10:57 p.m.","AV. AYACUCHO (HOJA REDONDA) CRUCE CON AV. SANTIAGO DE SURCO (TOMAS MARSANO) SANTIAGO DE SURCO            SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-6,-12.1347390821946,-76.9971274807802
2015-047711,07-08-2015,"07:08:31 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA SUR 14            SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",SAMU-106,-12.1794632276748,-76.9766600852846
2015-047710,07-08-2015,"07:05:28 p.m.","SAN JOAQUIN VIEJO             ","EMERGENCIA MEDICA",MED-171,,
2015-047709,07-08-2015,"07:03:47 p.m.","  CL. ESTADOS UNIDOS 953        JESUS MARIA","EMERGENCIA MEDICA",AMB-202,-12.0860783315151,-77.0559744983742
2015-047708,07-08-2015,"07:00:49 p.m.","  JR. CORONEL FRANCISCO BOLOGNESI (ENRIQUE LLOSA) 126        MAGDALENA DEL MAR","EMERGENCIA MEDICA",AMB-83,-12.0929223722519,-77.069239591211
2015-047707,07-08-2015,"06:55:40 p.m.","UV. SANTA MARINA SUR BLOCL 23 DEPTO 203             CALLAO","EMERGENCIA MEDICA",MED-34,-12.0536128337278,-77.1255585920773
2015-047706,07-08-2015,"06:45:07 p.m.","  CL. JUSTO NAVEDA 1000       SAN JUAN DE MIRAFLORES",INCENDIO,"M106-1, M120-1, M16-1, SAMU-120",-12.1578013820344,-76.9724976846796
2015-047705,07-08-2015,"06:44:53 p.m.","  AV. JOSE GRANDA 3600       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",MED-161,-12.0218295949942,-77.0853469033493
