ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2015-062385,21-10-2015,"11:59:28 p.m.","  CL. ENRIQUE VILLAR 347        LIMA","EMERGENCIA MEDICA",,,
2015-062384,21-10-2015,"11:56:42 p.m.","  CL. LEONCIO PRADO 670        SURQUILLO","EMERGENCIA MEDICA",AUX-28,-12.1173412977217,-77.0221620796577
2015-062383,21-10-2015,"11:49:00 p.m.","EX HACIENDA RETES            HUARAL","EMERGENCIA MEDICA",AMB-44,,
2015-062382,21-10-2015,"11:47:14 p.m.","  CL. MONTE CIPRECES MAZ N LT 24 300        SANTIAGO DE SURCO","EMERGENCIA MEDICA",SAMU-120,-12.1365704327849,-76.9845379249368
2015-062381,21-10-2015,"11:43:23 p.m.","  AV. FLOR DE AMANCAES 204        ","EMERGENCIA MEDICA",AMB-21,-12.0249169677053,-77.0329468383478
2015-062380,21-10-2015,"11:41:35 p.m.","CIUDAD DEL PESCADOR W1 LT 16            ","EMERGENCIA MEDICA",MED-34-2,,
2015-062379,21-10-2015,"11:41:31 p.m.","  CL. 19 URB COOPIP MZ X LT  7 000        SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-65,-11.9950300907375,-77.0972511720799
2015-062378,21-10-2015,"11:25:45 p.m.","  CL. ISLA BEATA (F) MZ D1  LT  40 100        CHORRILLOS",INCENDIO,M6-1,-12.2026194097194,-77.0075197449581
2015-062377,21-10-2015,"11:10:56 p.m.","JR. JOSE MANUEL ITURREGUI (GENERAL MANUEL VELARDE) CRUCE CON CL. DOMINGO ELIAS SURQUILLO            SURQUILLO","EMERGENCIA MEDICA","AMB-11, AUX-28",-12.1119598315319,-77.0192266217316
2015-062376,21-10-2015,"11:10:34 p.m.","UR. SAN ELIAS M LTE 25 CL. ITALIA            LOS OLIVOS","EMERGENCIA MEDICA",MED-9,-11.9550181517162,-77.0752140334865
2015-062375,21-10-2015,"11:09:02 p.m.","JR. PARINACOCHAS CRUCE CON AV. GRAU LIMA            LIMA","EMERGENCIA MEDICA",AMB-2,-12.0574584582071,-77.0185011478147
2015-062374,21-10-2015,"11:05:33 p.m.","PROL SALAVERRY            ICA","EMERGENCIA MEDICA",AMB-22,,
2015-062373,21-10-2015,"10:39:22 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 30            PUENTE PIEDRA","EMERGENCIA MEDICA",AMB-150,-11.8675103485633,-77.0724761672919
2015-062372,21-10-2015,"10:28:55 p.m.","MILITAR POLICIAL CUARTEL DEL EJERCITO GENERAL DE DIVISION HOYOS RUBIO            RIMAC","EMERGENCIA MEDICA",AMB-3,-12.0282488801986,-77.0438871539063
2015-062371,21-10-2015,"10:27:58 p.m.","AV. LOS INCAS CRUCE CON AV. TUPAC AMARU COMAS            COMAS","EMERGENCIA MEDICA",AMB-150,-11.917307991485,-77.0414775860057
2015-062370,21-10-2015,"10:24:28 p.m.","AV. CARLOS VALDERRAMA 300        RIMAC","EMERGENCIA MEDICA",AMB-2,-12.0192085185976,-77.0313888619878
2015-062369,21-10-2015,"10:24:05 p.m.","COMERCIO  600        ","EMERGENCIA MEDICA",AMB-37,,
2015-062368,21-10-2015,"10:18:49 p.m.","JR. CUZCO (JOSE BARRENECHEA) CRUCE CON JR. GAVILAN (LIBERTAD) MAGDALENA DEL MAR            MAGDALENA DEL MAR",INCENDIO,M36-1,-12.0898068669625,-77.0685786100531
2015-062367,21-10-2015,"10:08:24 p.m.","AA HH PUEBLO NUEVO            ",INCENDIO,"AUX-37, CIS_38, CIST90-4, M183-1, M37-2, M38-4, M49-1, RES-157",,
2015-062366,21-10-2015,"10:01:45 p.m.","VIRGEN DE GUADALUPE AV. 7            ICA","EMERGENCIA MEDICA",AMB-22,,
2015-062365,21-10-2015,"09:57:47 p.m.","B83            SAN MIGUEL","MATERIALES PELIGROSOS (INCIDENTE)",M83-1,,
2015-062364,21-10-2015,"09:46:22 p.m.","  CL. ARTURO SUAREZ 288        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",SAMU-106,-12.1666722502736,-76.9760150055624
