ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2015-070618,04-12-2015,"11:50:24 p.m.","  JR. WASHINGTON 1256       LIMA",INCENDIO,M3-1,-12.055158515695,-77.039490510568
2015-070617,04-12-2015,"11:29:23 p.m.","AH. BUENOS AIRES DE VILLA MZ 72 LT 22            CHORRILLOS","EMERGENCIA MEDICA",AMB-6,-12.1869642185887,-76.9968815266824
2015-070616,04-12-2015,"11:20:26 p.m.","  AV. RAMON VARGAS MACHUCA 400        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",AMB134-2,-12.0688392859243,-76.9360826069291
2015-070615,04-12-2015,"11:11:28 p.m.","AV. LOS REYES            CHANCAY","EMERGENCIA MEDICA",AMB-80,,
2015-070614,04-12-2015,"11:06:12 p.m.","AV. CAQUETA CRUCE CON CL. VIRREY ABASCAL SAN MARTIN DE PORRES            SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-21,-12.0337388341018,-77.0439876233002
2015-070613,04-12-2015,"10:54:40 p.m.","INSTITUCIONAL CIVICO MUNICIPALIDAD DE LOS OLIVOS            LOS OLIVOS","EMERGENCIA MEDICA",AMB124-2,-11.9915106442531,-77.0708806468723
2015-070612,04-12-2015,"10:32:50 p.m.","UR. HONOR Y LEALTAD  MZ R2 LOTE  15            SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB134-2,-12.1623403755492,-76.986310016245
2015-070611,04-12-2015,"10:32:33 p.m.","  AV. LA CHALANA 305        LA MOLINA","EMERGENCIA MEDICA",MED-96,-12.0812618140892,-76.9154880506083
2015-070610,04-12-2015,"10:07:25 p.m.","  AV. GENERAL JUAN ANTONIO ALVAREZ DE ARENALES 1700       LINCE","EMERGENCIA MEDICA",MED-202,-12.0821008320896,-77.0360140955259
2015-070609,04-12-2015,"10:07:20 p.m.","  CL. AGUSTIN LANGE N2 -29 100        LIMA","EMERGENCIA MEDICA",MED-36,-12.0604894553244,-77.0663286475643
2015-070608,04-12-2015,"10:05:01 p.m.","CL. CARLOS AUGUSTO SALAVERRY 3600       LOS OLIVOS","EMERGENCIA MEDICA",AMB124-2,-11.9930765093674,-77.0647888615701
2015-070607,04-12-2015,"10:04:19 p.m.","GRAU            NAZCA","EMERGENCIA MEDICA",MED-82,,
2015-070606,04-12-2015,"09:55:27 p.m.","  CL. SAN LUCAS (SAN ANTONIO) 440        RIMAC","EMERGENCIA MEDICA",AMB-2,-12.0263134361326,-77.0361776736288
2015-070605,04-12-2015,"09:53:43 p.m.","CARRETERAS - PANAMERICANAS CARRETERA CENTRAL 32            LURIGANCHO","ACCIDENTE VEHICULAR",AMB-32,-11.9450990095807,-76.7098516109063
2015-070604,04-12-2015,"09:52:05 p.m.","  AV. BRASIL 1200       PUEBLO LIBRE","EMERGENCIA MEDICA",AMB-14,-12.0715628421875,-77.0510066042435
2015-070603,04-12-2015,"09:45:57 p.m.","AV. TRAPICHE-CHILLON CRUCE CON AV. DIEGO MEZA (SAN FELIPE) CARABAYLLO            CARABAYLLO","EMERGENCIA MEDICA",AMB124-2,-11.8965162594039,-77.0478443424338
2015-070602,04-12-2015,"09:44:39 p.m.","  AV. DE LAS ARTES NORTE 400        SAN BORJA","EMERGENCIA MEDICA",AMB-4,-12.0909218376379,-77.0035655587596
2015-070601,04-12-2015,"09:44:19 p.m.",,"SERVICIO ESPECIAL","AMB-7, M15-1, M18-5, M184-1, M34-1, M60-1, M7-1",-12.0582292249155,-77.1429964221459
2015-070600,04-12-2015,"09:42:48 p.m.","  JR. CLEMENTE PALMA (MANCO CAPAC) 341        MIRAFLORES",RESCATE,RES-28,-12.1270173430323,-77.031528064804
2015-070599,04-12-2015,"09:42:26 p.m.","  AV. EL CARMEN 481        SANTIAGO DE SURCO","EMERGENCIA MEDICA",MED-16,-12.1480360557427,-76.9881111536645
2015-070598,04-12-2015,"09:40:33 p.m.","  JR. PRESBITERO GARCIA VILLON 531        LIMA","MATERIALES PELIGROSOS (INCIDENTE)","AMB-10, M3-1",-12.0462924056566,-77.0494117963451
2015-070597,04-12-2015,"09:27:10 p.m.","CH. ANTONIA MORENO DE CACERES SECTOR 4 IZQUIEDO   EDIF CC DEP 303             VENTANILLA","EMERGENCIA MEDICA",AMB-207,,
2015-070596,04-12-2015,"09:17:21 p.m.","POSTA DE LURIN            LURIN","EMERGENCIA MEDICA",AMB-129,,
2015-070595,04-12-2015,"09:16:34 p.m.","FREY LUIS DE LEON            SAN BORJA","EMERGENCIA MEDICA",AMB134-2,,
2015-070594,04-12-2015,"09:06:17 p.m.","  CL. 2 DE MAYO (PEDRO LLULLANDO) 701        MIRAFLORES","MATERIALES PELIGROSOS (INCIDENTE)","M28-1, MED-16",-12.1179673819533,-77.0363100651991
2015-070593,04-12-2015,"09:03:25 p.m.","AV. ALFREDO MENDIOLA (PANAMERICANA NORTE) CRUCE CON AV. CARLOS IZAGUIRRE LOS OLIVOS            LOS OLIVOS","EMERGENCIA MEDICA",AMB124-2,-11.9904165228143,-77.0649500736099
