ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2015-073971,20-12-2015,"11:44:21 p.m.","AYACUCHO   CRUCE  CON MANTARO            ICA","EMERGENCIA MEDICA",AMB-22,,
2015-073970,20-12-2015,"11:39:39 p.m.","AV. JOSE MARIA ARGUEDAS (LOS ALAMOS) CRUCE CON AV. CESAR VALLEJO VILLA EL SALVADOR            VILLA EL SALVADOR","EMERGENCIA MEDICA",AMB-22,-12.2146314646744,-76.9392619147974
2015-073969,20-12-2015,"11:35:59 p.m.","  JR. JULIO MENDOZA MERINO 732        LA VICTORIA","EMERGENCIA MEDICA",SAMU-4,-12.0658963519514,-77.0237630899346
2015-073968,20-12-2015,"11:27:11 p.m.","JR. VISTA ALEGRE (A) (10) CRUCE CON JR. DIANA (F) SANTIAGO DE SURCO            SANTIAGO DE SURCO","EMERGENCIA MEDICA",SAMU-4,-12.1639792830463,-76.9945878520455
2015-073967,20-12-2015,"11:16:01 p.m.","  CL. PABLO USANDIZAGA 243        SAN BORJA","EMERGENCIA MEDICA",MED-11,-12.1041248952343,-76.9944902946472
2015-073966,20-12-2015,"11:12:22 p.m.","  CL. LA PUNTA 253        LA MOLINA","EMERGENCIA MEDICA",AMB-11,-12.0879223417832,-76.9001180148128
2015-073965,20-12-2015,"11:09:29 p.m.","COLEGIO MARIYA            PISCO","EMERGENCIA MEDICA",MED-90,,
2015-073964,20-12-2015,"11:03:08 p.m.","BA. OBRERO DEL RIMAC             RIMAC","EMERGENCIA MEDICA",MED-202,-12.0388709924532,-77.0363791556747
2015-073963,20-12-2015,"10:56:25 p.m.","  AV. NACIONES UNIDAS 1400       LIMA",INCENDIO,"M14-1, M3-1, RES-3",-12.0514499278366,-77.0606153688759
2015-073962,20-12-2015,"10:53:06 p.m.","  PJ. LOS PATRICIOS 137        JESUS MARIA","EMERGENCIA MEDICA",AMB-83,-12.0861748572358,-77.0563169695374
2015-073961,20-12-2015,"10:49:50 p.m.","  CL. ANGULO 1633       LIMA","EMERGENCIA MEDICA",MED-9,-12.0367000544077,-77.064819037443
2015-073960,20-12-2015,"10:48:48 p.m.","  CL. LOS CHASQUIS   URB,  ZARATE   626        SAN JUAN DE LURIGANCHO","EMERGENCIA MEDICA",SAMU-121,-12.0252763428233,-77.0049719801056
2015-073959,20-12-2015,"10:48:41 p.m.","  JR. CAJAMARCA (CATALINO MIRANDA) 200        BARRANCO","EMERGENCIA MEDICA",MED-11,-12.1446833704731,-77.0208930586201
2015-073958,20-12-2015,"10:46:50 p.m.","  AV. TOMAS VALLE 969        SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB164-2,-12.0104484066213,-77.0682489824455
2015-073957,20-12-2015,"10:44:05 p.m.","  JR. DE LA UNION 1000       LIMA","EMERGENCIA MEDICA",SAMU-10,-12.052859853705,-77.0357737945763
2015-073956,20-12-2015,"10:37:40 p.m.","  JR. 3 DE FEBRERO 832        LA VICTORIA",INCENDIO,"M8-1, RES-8",-12.0692182812065,-77.0100415957308
2015-073956,20-12-2015,"10:37:40 p.m.","  JR. 3 DE FEBRERO 832        LA VICTORIA",INCENDIO,M8-1,-12.0692182812065,-77.0100415957308
2015-073955,20-12-2015,"10:35:07 p.m.","  JR. PARINACOCHAS 200        LA VICTORIA","EMERGENCIA MEDICA",SAMU-10,-12.0597628351743,-77.0182120935668
2015-073954,20-12-2015,"10:25:30 p.m.","UR.VILLA CORPAC             CARABAYLLO","EMERGENCIA MEDICA",AMB-164,,
2015-073953,20-12-2015,"10:21:28 p.m.","  JR. FEDERICO GALLESI TARICCHI (SAN MIGUEL) 300        SAN MIGUEL","EMERGENCIA MEDICA",AMB-7,-12.0924579706221,-77.0791801919174
2015-073952,20-12-2015,"10:18:15 p.m.","  JR. ALIPIO PONCE 000        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",SAMU-120,-12.170680177499,-76.9801257534652
2015-073951,20-12-2015,"10:11:51 p.m.","  AV. JAVIER LUNA PIZARRO 1100       ","EMERGENCIA MEDICA",MED-202,-12.0716343281834,-77.0267050864383
2015-073950,20-12-2015,"09:52:05 p.m.","  CL. LOS FICUS  000        VENTANILLA","EMERGENCIA MEDICA",AMB-75,,
2015-073949,20-12-2015,"09:48:37 p.m.","  JR. DOMINGO MARTINEZ LUJAN (SAN FELIPE) 500        SURQUILLO",INCENDIO,"M100-1, M11-1, M202-1, M28-1, MED-11, RES-100, RES-134",-12.1146185759397,-77.0161604843822
2015-073948,20-12-2015,"09:39:22 p.m.","PANAMERIUCANA SUR ALT SAN JUAN BAUTISTA             ","EMERGENCIA MEDICA",MATPEL171,,
2015-073947,20-12-2015,"09:38:29 p.m.","AV. ALAMEDA LOS HORIZONTES CRUCE CON AV. ALAMEDA SAN MARCOS (A) CHORRILLOS            CHORRILLOS",INCENDIO,"AMB-13, AMB-134, ESC-134, M100-1, M105-2, M106-1, M120-1, M129-1, M13-1, M134-1, M155-1, M16-1, M160-1, M202-1, M28-1, M4-1, M6-1, RES-100, RES-134, RESLIG-100, SAMU-120, SNOR-4",-12.2019198342569,-77.0051255349627
2015-073946,20-12-2015,"09:36:07 p.m.","  AV. AVIACION 1258       LA VICTORIA",INCENDIO,"M4-1, M8-1, MED-202, RES-4, RES-8",-12.0736622862592,-77.0110670469733
2015-073945,20-12-2015,"09:33:08 p.m.","  CL. ANTONIO CABO (7)    URB.  EL TREBOL   III  ETAPA   850        LOS OLIVOS","EMERGENCIA MEDICA",MED-9,-12.0084051364883,-77.0694426945068
2015-073944,20-12-2015,"09:28:24 p.m.","  AV. DE LOS INSURGENTES 900        SAN MIGUEL","EMERGENCIA MEDICA",AMB-7,-12.0651688326368,-77.104154656017
2015-073943,20-12-2015,"09:28:17 p.m.","  AV. DEL PARQUE 400        LA MOLINA","EMERGENCIA MEDICA",AMB-11,-12.0778261827232,-76.900243244046
2015-073942,20-12-2015,"09:25:57 p.m.","  AV. GENERAL MIGUEL IGLESIAS 000        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",SAMU-120,-12.1767029334,-76.9624019752363
2015-073941,20-12-2015,"09:23:20 p.m.","  AV. AVIACION 2900       SAN BORJA","EMERGENCIA MEDICA",MED-11,-12.0987848254251,-77.0020870487512
2015-073940,20-12-2015,"09:16:26 p.m.","  AV. INDOAMERICA 793        INDEPENDENCIA","EMERGENCIA MEDICA",SAMU-10,-11.9809408631382,-77.0542520790769
2015-073939,20-12-2015,"09:15:30 p.m.","  JR. CORONEL FRANCISCO BOLOGNESI (ENRIQUE LLOSA) 600        MAGDALENA DEL MAR","EMERGENCIA MEDICA",SAMU-10,-12.0910733109539,-77.0743240927804
2015-073938,20-12-2015,"09:07:36 p.m.","  AV. FELIPE SANTIAGO SALAVERRY 2500       SAN ISIDRO","ACCIDENTE VEHICULAR","M100-1, M202-1, MED-202, RES-100, SAMU-4",-12.0923558319346,-77.0526966049344
2015-073937,20-12-2015,"09:04:55 p.m.","CARRILLO 175        SURQUILLO","EMERGENCIA MEDICA",AMB134-2,,
2015-073936,20-12-2015,"09:04:03 p.m.","  AV. CAQUETA 400        SAN MARTIN DE PORRES","EMERGENCIA MEDICA",SAMU-10,,
2015-073935,20-12-2015,"09:02:28 p.m.","AV CANTO REY CRUCE CON WIESE            ","EMERGENCIA MEDICA",SAMU-121,,
2015-073934,20-12-2015,"09:01:51 p.m.","AH. RINCONADA DEL BOSQUE DE YANACOTO Q2 LT 13            LURIGANCHO","MATERIALES PELIGROSOS (INCIDENTE)",AMB-115,-11.945597837784,-76.7278600073845
2015-073933,20-12-2015,"09:00:52 p.m.","  JR. YAHUAR HUACA 1989       LINCE","EMERGENCIA MEDICA",MED-202,-12.0856744377523,-77.0456385507876
2015-073932,20-12-2015,"08:59:24 p.m.","  AV. ALFREDO PALACIOS   MZ. D  LOTE  15  AA.  HH      EL   CARMEN 200        CALLAO","EMERGENCIA MEDICA",AMB-7,-12.0564300493906,-77.1219129952417
2015-073931,20-12-2015,"08:57:30 p.m.","AV 28 DE JULIO             ","ACCIDENTE VEHICULAR",AMB-22,,
2015-073930,20-12-2015,"08:53:03 p.m.","SEGUNDA ENTRADA DE PRO LOS OLIVOS            ","EMERGENCIA MEDICA",AMB-150,,
2015-073929,20-12-2015,"08:41:04 p.m.","  CL. PUCALA (JANAN PACHAS) 276        SANTIAGO DE SURCO","EMERGENCIA MEDICA",MED-11,,
2015-073928,20-12-2015,"08:40:16 p.m.","CARRETERAS - PANAMERICANAS ANTIGUA PANAMERICANA SUR 34            LURIN","EMERGENCIA MEDICA","AMB-129, AMB-160",-12.2594035767086,-76.8855902232871
2015-073927,20-12-2015,"08:24:08 p.m.","  CL. GUYANAS 159        CHORRILLOS",INCENDIO,"AMB-134, M11-1, M13-1, M28-1",-12.2025384007759,-77.0129700622954
2015-073926,20-12-2015,"08:22:53 p.m.","  AV. LAS PALMERAS 4600       LOS OLIVOS",INCENDIO,M65-1,-11.980523178717,-77.0721752057365
2015-073925,20-12-2015,"08:22:08 p.m.","PJ. VILLA EL SALVADOR SECTOR 3 GRUPO 8 D LT 14            VILLA EL SALVADOR",INCENDIO,"AMB-129, M120-1, M129-1, RES-160",-12.2172035363733,-76.9332547829915
