ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2016-046188,29-07-2016,"11:52:23 p.m.","  CL. AUSTRIA 1460       LIMA","EMERGENCIA MEDICA",AMB-60,-12.0510646580482,-77.062467913761
2016-046187,29-07-2016,"11:48:23 p.m.","CL. JULIO BELLIDO CRUCE CON CL. JUSTO NAVEDA SAN JUAN DE MIRAFLORES            SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",AMB-120,-12.1580089832328,-76.9725438325806
2016-046186,29-07-2016,"11:41:57 p.m.","AH. VICTOR RAUL HAYA DE LA TORRE C            VENTANILLA","EMERGENCIA MEDICA",AMB-120,,
2016-046185,29-07-2016,"11:41:13 p.m.","AV. INDUSTRIAL CRUCE CON AV. CARLOS IZAGUIRRE INDEPENDENCIA            INDEPENDENCIA","EMERGENCIA MEDICA",AMB-161,-11.9895418312461,-77.0597466259061
2016-046184,29-07-2016,"11:39:36 p.m.",,"EMERGENCIA MEDICA",AMB-14,-12.0575823126843,-77.0519231733596
2016-046183,29-07-2016,"11:37:33 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA SUR 42            SAN BARTOLO","ACCIDENTE VEHICULAR","AMB-125, M125-1, RES-125",-12.3466512479326,-76.8102215760519
2016-046182,29-07-2016,"11:24:18 p.m.","RESIDENCIAL SAN FELIPE EDICIO LOS SAUCES DEPTO 304  2300       JESUS MARIA","EMERGENCIA MEDICA",AMB-83,-12.0889687917079,-77.0512365885198
2016-046181,29-07-2016,"11:14:43 p.m.","CLINICA GOOG HODE             ","EMERGENCIA MEDICA",AMB-83,,
2016-046180,29-07-2016,"11:14:41 p.m.","  CL. PIURA 162        CARABAYLLO","EMERGENCIA MEDICA",AMB124-2,-11.8836898955157,-77.019129384681
2016-046179,29-07-2016,"11:13:38 p.m.","COMISARIA DE LA PLANICIE             ","EMERGENCIA MEDICA",MED-96,,
