ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2016-065068,08-11-2016,"11:59:52 p.m.","  AV. GENERAL CESAR CANEVARO 1289       LINCE","EMERGENCIA MEDICA",AMB-100,-12.0849954511551,-77.045314049033
2016-065067,08-11-2016,"11:57:32 p.m.","  AV. DE LA PERUANIDAD 000        JESUS MARIA",INCENDIO,"M14-1, M202-1",-12.0659854499705,-77.0407636260189
2016-065066,08-11-2016,"11:55:43 p.m.","ESCUELA MILITAR             ",INCENDIO,"M11-1, M13-1, M16-1, M28-1, M6-1",,
2016-065065,08-11-2016,"11:47:46 p.m.","  CL. EL CEDRO (17) 185        SURQUILLO","MATERIALES PELIGROSOS (INCIDENTE)","AMB-11, M11-1",-12.1212708862055,-77.0003975416659
2016-065064,08-11-2016,"11:30:28 p.m.","AV.RETES            HUARAL","EMERGENCIA MEDICA",AMB-44,,
2016-065062,08-11-2016,"11:17:26 p.m.","  CL. MONTEVIDEO (29) 242        LA MOLINA","EMERGENCIA MEDICA",AMB-138,-12.0686483082784,-76.9413575689179
2016-065061,08-11-2016,"11:10:36 p.m.","AV. AVIACION (LA CASTELLANA) CRUCE CON JR. COMBATE DE ANGAMOS (ARICA) (1) SANTIAGO DE SURCO            SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-6,-12.1423791472231,-77.0090059228307
2016-065060,08-11-2016,"10:57:59 p.m.","  JR. LOS BRILLANTES 555        LA VICTORIA","MATERIALES PELIGROSOS (INCIDENTE)","MATPEL-4, MED-202",-12.081676920296,-77.0255693800356
2016-065059,08-11-2016,"10:49:19 p.m.",,"EMERGENCIA MEDICA",AMB-2,-12.0578522995639,-77.038164983596
2016-065058,08-11-2016,"10:40:15 p.m.","CARRETERAS - PANAMERICANAS CARRETERA CENTRAL 27.8            CHACLACAYO",INCENDIO,"AMB-32-2, AUX-32, AUX-4, CIST-21, M10-1, M115-1, M127-1, M138-4, M2-1, M32-1, M96-1",-11.9635665265585,-76.740770739851
2016-065057,08-11-2016,"10:39:20 p.m.","PJ. JOSE CARLOS MARIATEGUI ETAPA III SECTOR VALLECITO BAJO 10            VILLA MARIA DEL TRIUNFO","EMERGENCIA MEDICA",AMB-106,-12.1512383176606,-76.9492401792857
