ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2016-058259,01-10-2016,"11:57:21 p.m.","  CL. MICAELA BASTIDAS 300        SAN MIGUEL","EMERGENCIA MEDICA",AMB-83,-12.2205818628391,-76.8536635759086
2016-058258,01-10-2016,"11:52:42 p.m.","CARRETERAS - PANAMERICANAS CARRETERA CENTRAL 4            ATE","EMERGENCIA MEDICA",AMB-83,-12.0445327759711,-76.9395711809102
2016-058257,01-10-2016,"11:52:18 p.m.","ENRIQUE MESTANZAS  100        PISCO","EMERGENCIA MEDICA",AMB-37,,
2016-058256,01-10-2016,"11:51:02 p.m.","SECTOR SALUD MZ I LTE 16            PUENTE PIEDRA",RESCATE,M150-3,,
2016-058255,01-10-2016,"11:25:01 p.m.","  AV. JOSE GRANDA 1843       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-60,-12.0275123519615,-77.0715151076449
2016-058254,01-10-2016,"11:24:27 p.m.","  AV. EDUARDO DE HABICH 700        SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-65-2,-12.0301267427808,-77.0605668349197
2016-058253,01-10-2016,"11:20:55 p.m.","CALLE LAS ORQUIDEAS  1500       SAN JUAN DE LURIGANCHO","ACCIDENTE VEHICULAR","AMB-2, M2-1, M21-1",-12.0033465885036,-77.0125514990818
2016-058252,01-10-2016,"11:20:10 p.m.","CALLE PACHACUTEC CDRA. 1            ","EMERGENCIA MEDICA",MED-200,,
2016-058251,01-10-2016,"11:20:01 p.m.","  PJ. LA HUACA 181        PUEBLO LIBRE","EMERGENCIA MEDICA",AMB-14,-12.0678961958112,-77.0597666896133
2016-058250,01-10-2016,"11:08:51 p.m.","  JR. HUANUCO 3815       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-9,-12.029034450822,-77.08954273397
2016-058249,01-10-2016,"11:05:58 p.m.","  AV. SEPARADORA INDUSTRIAL (A) 3046       ATE","EMERGENCIA MEDICA",AMB-169,-12.0539818725298,-76.9418943085461
2016-058248,01-10-2016,"11:00:05 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 33            PUENTE PIEDRA","ACCIDENTE VEHICULAR","AMB-150, M184-1, M207-5",-11.8478626223729,-77.095875282171
2016-058247,01-10-2016,"10:49:59 p.m.",,"EMERGENCIA MEDICA","AMB-150, M184-1, M207-5",-12.1685808099707,-77.0261175716067
2016-058246,01-10-2016,"10:45:48 p.m.","  JR. HUASCARAN 1064       LA VICTORIA","EMERGENCIA MEDICA",AMB-8,-12.0696134295591,-77.0276466393102
2016-058245,01-10-2016,"10:45:05 p.m.","PANAMERICANA SUR KM 298            ICA","EMERGENCIA MEDICA",MATPEL171,,
2016-058244,01-10-2016,"10:32:52 p.m.","  CL. JOSE MARIA PLAZA 474        JESUS MARIA","EMERGENCIA MEDICA",AMB-14,-12.0735683282188,-77.0475047161249
2016-058243,01-10-2016,"10:20:34 p.m.","AH LA LIBERTAD  500        SAN JUAN DE MIRAFLORES","MATERIALES PELIGROSOS (INCIDENTE)","AMB-120, M106-1",-12.1668176857905,-76.96092695266
2016-058242,01-10-2016,"10:14:59 p.m.","BARRIO HUAYCHAUPAMPA - HUAMANGA            AYACUCHO","EMERGENCIA MEDICA",AMB-63,,
2016-058241,01-10-2016,"09:54:02 p.m.","  JR. GRANADA  232        PUEBLO LIBRE","EMERGENCIA MEDICA",AMB-83,-12.0691164517435,-77.0630640800688
2016-058240,01-10-2016,"09:52:17 p.m.","AV. UNIVERSITARIA CRUCE CON AV. SAN FELIPE DE COLLIQUE COMAS            COMAS","EMERGENCIA MEDICA",AMB124-2,-11.9010877853116,-77.0396936000424
2016-058239,01-10-2016,"09:50:17 p.m.","CARRETERA CENTRAL             LURIGANCHO","EMERGENCIA MEDICA",AMB-32-2,,
2016-058238,01-10-2016,"09:43:28 p.m.","  PR. AYACUCHO (ISABEL CHIMPU OCLLO) 916        SAN MIGUEL","EMERGENCIA MEDICA",AMB-83,-12.0824128714731,-77.0807836171487
2016-058237,01-10-2016,"09:42:54 p.m.","CALLE LA CORDILLAERA             LA MOLINA","MATERIALES PELIGROSOS (INCIDENTE)",M96-1,,
2016-058236,01-10-2016,"09:42:10 p.m.","JR. 2 DE MAYO             SANTA MARIA","MATERIALES PELIGROSOS (INCIDENTE)",CIST-20,,
2016-058235,01-10-2016,"09:38:35 p.m.","  CL. 10 DE JUNIO 1010       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-65-2,-12.032923869536,-77.0494828936508
2016-058234,01-10-2016,"09:37:11 p.m.",,"EMERGENCIA MEDICA",AMB-16,-12.1415103998474,-76.9991826252659
2016-058233,01-10-2016,"09:28:23 p.m.","URB. LAS FRESAS MZ. B LT. 10            ","EMERGENCIA MEDICA",AMB-150,,
2016-058232,01-10-2016,"09:26:13 p.m.","  AV. LA PAZ 1100       SAN MIGUEL","EMERGENCIA MEDICA",AMB-83,-12.0855662419747,-77.0933070435172
2016-058231,01-10-2016,"09:21:35 p.m.","  JR. MARISCAL RAMON CASTILLA 300        CALLAO","EMERGENCIA MEDICA",AMB-60,-12.0369405932649,-77.0953311975291
2016-058230,01-10-2016,"09:19:25 p.m.","AV. LOS MANGOS             SAN JUAN DE LURIGANCHO","MATERIALES PELIGROSOS (INCIDENTE)",ESC-121,,
2016-058229,01-10-2016,"09:17:15 p.m.","  AV. NESTOR GAMBETTA 0          VENTANILLA","EMERGENCIA MEDICA",AMB-9,-11.9785217678074,-77.1249142742468
2016-058228,01-10-2016,"09:16:32 p.m.","  AV. PASEO DE LA REPUBLICA 5781       MIRAFLORES","EMERGENCIA MEDICA",MED-28,-12.1229443035103,-77.0244762737249
2016-058227,01-10-2016,"08:59:01 p.m.","SANTA MARIA GERANIOS            ","EMERGENCIA MEDICA",AMB-32-2,,
2016-058226,01-10-2016,"08:57:55 p.m.","B 216             ","EMERGENCIA MEDICA",AMB-216,,
2016-058225,01-10-2016,"08:51:50 p.m.","  AV. BRASIL 900        JESUS MARIA","ACCIDENTE VEHICULAR","AMB-14, M14-1, M202-1, MED-202",-12.0688400635303,-77.0483989750408
2016-058224,01-10-2016,"08:45:47 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA SUR 60            CHILCA","ACCIDENTE VEHICULAR",AMB-133,-12.2594035767086,-76.8855902232871
2016-058223,01-10-2016,"08:39:33 p.m.","TAMBO BLANCO CRUZ BLANCA            HUACHO",INCENDIO,M20-1,,
2016-058222,01-10-2016,"08:35:29 p.m.","  CL. RAMON CASTILLA 800        COMAS","EMERGENCIA MEDICA",AMB124-2,-11.9109369598901,-77.0224460641289
2016-058221,01-10-2016,"08:33:22 p.m.","  AV. JOSE GRANDA 3000       SAN MARTIN DE PORRES",INCENDIO,M161-1,-12.0256738569406,-77.0767841101905
2016-058220,01-10-2016,"08:32:17 p.m.","  AV. JAVIER PRADO ESTE 900        SAN ISIDRO","EMERGENCIA MEDICA",AMB-4,-12.0906974670535,-77.0206905807899
2016-058219,01-10-2016,"08:29:49 p.m.","AH LOS GALLINAZO CALLE A LOTE 3             PUENTE PIEDRA","EMERGENCIA MEDICA",AMB-150,-11.892622755902,-77.06800848279
2016-058218,01-10-2016,"08:22:13 p.m.","BUENAVENTURA AGUIRRE   FRENTE A ESTADIO CHIPOCO              BARRANCO",RESCATE,M16-1,,
2016-058217,01-10-2016,"08:16:55 p.m.","  AV. LOS DOMINICOS 634        CALLAO","EMERGENCIA MEDICA",M16-1,-12.0088794848613,-77.0976245927902
2016-058216,01-10-2016,"08:14:39 p.m.",,"EMERGENCIA MEDICA",MED-80,,
2016-058215,01-10-2016,"08:12:12 p.m.","  AV. JAVIER PRADO ESTE 1156       SAN ISIDRO",RESCATE,RESLIG-4,-12.0902840088696,-77.0174140855455
2016-058214,01-10-2016,"08:01:00 p.m.","AV. CENTRAL CRUCE CON AV. JOSE CARLOS MARIATEGUI VILLA EL SALVADOR            VILLA EL SALVADOR","ACCIDENTE VEHICULAR","AMB-120, M105-1",-12.2193304605738,-76.9298648871014
2016-058213,01-10-2016,"07:59:52 p.m.","  JR. CUSCO 3415       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-60,-12.0352317783302,-77.0864088952671
2016-058212,01-10-2016,"07:53:45 p.m.","  AV. BOSQUE HUANCA SUR (3 DE DICIEMBRE) 500        EL AGUSTINO","EMERGENCIA MEDICA",AMB-176,-12.0347520142263,-77.0024610975607
2016-058211,01-10-2016,"07:51:11 p.m.","  AV. ELMER FAUCETT 3000       CALLAO","EMERGENCIA MEDICA",AMB-9,-12.0245004454617,-77.1045261750544
2016-058210,01-10-2016,"07:38:19 p.m.","  JR. HUAMACHUCO 1275       JESUS MARIA","EMERGENCIA MEDICA",AMB-14,-12.0746680601643,-77.0477281674963
2016-058209,01-10-2016,"07:37:17 p.m.","AH. VILLA SAN CAMILO MZ. A1 LT. 1            VILLA MARIA DEL TRIUNFO","EMERGENCIA MEDICA",AMB-155,-12.2313677071637,-76.9093090098522
2016-058208,01-10-2016,"07:26:32 p.m.","ORQUIDEAS 100        HUARAL","EMERGENCIA MEDICA",AMB-44,,
2016-058207,01-10-2016,"07:11:35 p.m.","  CL. GERONIMO DE ALIAGA NORTE 476        SANTIAGO DE SURCO","EMERGENCIA MEDICA",MED-28,-12.1067361983106,-76.9770980917038
2016-058206,01-10-2016,"07:10:36 p.m.","UR. CIUDAD DEL PESCADOR   MZ  L3  LT  10            BELLAVISTA","EMERGENCIA MEDICA",AMB-7,-12.0583180071847,-77.1098507362503
2016-058205,01-10-2016,"06:56:14 p.m.","MERCDO MERY GARCIA            ","ACCIDENTE VEHICULAR","AMB-63, M63-1",,
2016-058204,01-10-2016,"06:55:24 p.m.","  AV. CARLOS IZAGUIRRE 176        INDEPENDENCIA","EMERGENCIA MEDICA",AMB-65-2,-11.9892874637772,-77.0583884941169
2016-058203,01-10-2016,"06:51:15 p.m.","AV. TOMAS MARSANO (ATOCONGO) CRUCE CON AV. MANUEL VILLARAN SURQUILLO            SURQUILLO","EMERGENCIA MEDICA",AMB-65-2,-12.1219448652399,-77.0055995138086
2016-058202,01-10-2016,"06:50:59 p.m.","AV. MANUEL VILLARAN CRUCE CON AV. TOMAS MARSANO (ATOCONGO) SURQUILLO            SURQUILLO","EMERGENCIA MEDICA","AMB-120, AMB-16",-12.1219448652399,-77.0055995138086
2016-058201,01-10-2016,"06:46:29 p.m.","  CL. ESTEBAN TUERTEN 900        SAN JUAN DE MIRAFLORES","EMERGENCIA MEDICA",AMB-16,-12.1578166521383,-76.9741288093609
2016-058200,01-10-2016,"06:39:57 p.m.","  CL. GERONIMO DE ALIAGA NORTE 476        SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB-16,-12.1067361983106,-76.9770980917038
2016-058199,01-10-2016,"06:22:41 p.m.","  JR. ABTAO 700        LA VICTORIA",INCENDIO,M10-1,-12.0657123538856,-77.0224041113087
