ID,FECHA,HORA,DIRECCION,TIPO,UNIDADES,"CORDENADAS (lat)","CORDENADAS (lng)"
2016-053976,09-09-2016,"11:59:09 p.m.","  AV. CAMINOS DEL INCA 100        SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB134,-12.1118519140427,-76.9932177065015
2016-053975,09-09-2016,"11:58:51 p.m.","  JR. AYACUCHO 3816       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",MED-9,-12.0319293424515,-77.0912400797045
2016-053974,09-09-2016,"11:53:46 p.m.","  JR. JOSE BERNARDO ALCEDO 700        LINCE","EMERGENCIA MEDICA",AMB-4,-12.0837587158724,-77.0282260855003
2016-053973,09-09-2016,"11:53:19 p.m.","  CL. ALMIRANTE MIGUEL GRAU SEMINARIO 157        SAN JUAN DE LURIGANCHO","MATERIALES PELIGROSOS (INCIDENTE)","AMB-2, M2-1",-12.0210373000931,-77.0074720537494
2016-053972,09-09-2016,"11:48:54 p.m.","CARRETERAS - PANAMERICANAS PANAMERICANA SUR 6            SAN BORJA","EMERGENCIA MEDICA",AMB-11,-12.1096235749428,-76.9786300098261
2016-053971,09-09-2016,"11:46:58 p.m.","AV. DIEGO DE AGUERO (YUNGAY) CRUCE CON AV. SAN MIGUEL (FEDERICO GALLESI) SAN MIGUEL            SAN MIGUEL","EMERGENCIA MEDICA",AMB-83,-12.0935618973416,-77.0770791594989
2016-053970,09-09-2016,"11:44:57 p.m.","  CL. URUGUAY 182        CHORRILLOS","EMERGENCIA MEDICA",AMB-6,-12.1692743399897,-77.0231290301529
2016-053969,09-09-2016,"11:13:39 p.m.","UV. MIRONES CHALET 3N             LIMA","EMERGENCIA MEDICA",AMB-60,-12.0524553204067,-77.0693401400786
2016-053968,09-09-2016,"11:12:25 p.m.",,"MATERIALES PELIGROSOS (INCIDENTE)","AMB-10, M10-1",-12.0531618612783,-77.0445036273436
2016-053967,09-09-2016,"11:08:45 p.m.","  JR. JOSE CARLOS MARIATEGUI MZ S LOTE 32  000        CALLAO","MATERIALES PELIGROSOS (INCIDENTE)","M9-5, MED-9",-12.0327805258549,-77.0979290231234
2016-053966,09-09-2016,"11:07:11 p.m.","  CL. PROGRESO  500        VILLA MARIA DEL TRIUNFO","EMERGENCIA MEDICA",AMB-120,-12.1619888428005,-76.9488515184027
2016-053965,09-09-2016,"11:00:49 p.m.","AH. VISTA ALEGRE A1 LOTE 5 COMITE 15            CHORRILLOS",INCENDIO,M6-1,-12.1862295612778,-76.99478727911
2016-053964,09-09-2016,"10:55:33 p.m.","  JR. HUASCARAN 160        COMAS","EMERGENCIA MEDICA",AMB-124,-11.9568523293627,-77.0441875769841
2016-053963,09-09-2016,"10:42:29 p.m.","  PJ. LOA 000        ANCON","EMERGENCIA MEDICA",AMB-163,-11.7750550018346,-77.1716971468367
2016-053962,09-09-2016,"10:37:08 p.m.","  AV. EL SOL (LORENZO FRANGUELA) 769        RIMAC","EMERGENCIA MEDICA",AMB-21,-12.0217372706421,-77.0290698344765
2016-053961,09-09-2016,"10:34:06 p.m.","  JR. MANUEL CUADROS 438        LIMA","EMERGENCIA MEDICA",AMB-10,-12.0583477908667,-77.0322366094267
2016-053960,09-09-2016,"10:29:04 p.m.","AH. BOCANEGRA MZ F LOTE 8             CALLAO","MATERIALES PELIGROSOS (INCIDENTE)","M9-5, MED-9",-12.0271060418931,-77.0980349106651
2016-053959,09-09-2016,"10:14:54 p.m.","  CL. NICOLAS DE PIEROLA 261        COMAS","EMERGENCIA MEDICA",AMB-124,-11.9665062669061,-77.0549255409249
2016-053958,09-09-2016,"10:11:04 p.m.","  CL. TURIN 395        SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-65-2,-12.0119809105725,-77.0565553461442
2016-053957,09-09-2016,"10:06:56 p.m.","PANAMERICA ANTIGUA DE SAN JOAQUIN              ICA","EMERGENCIA MEDICA",MATPEL171,,
2016-053956,09-09-2016,"10:03:54 p.m.","JR. VULCANO (J) CRUCE CON JR. PELICANOS (2) SANTIAGO DE SURCO            SANTIAGO DE SURCO","EMERGENCIA MEDICA",AMB134,-12.1676095442109,-76.9940786031872
2016-053955,09-09-2016,"09:49:53 p.m.","  AV. LAS GAVIOTAS 310        CHORRILLOS","EMERGENCIA MEDICA",AMB-6,-12.1798356492917,-77.0074662461822
2016-053954,09-09-2016,"09:43:19 p.m.","  CL. LAS MORAS 386        MIRAFLORES",RESCATE,AMB-6,-12.1190407832347,-77.0092080401362
2016-053953,09-09-2016,"09:39:36 p.m.","  JR. EL CORTIJO (JOSE NICOLAS RODRIGO) 595        SANTIAGO DE SURCO","MATERIALES PELIGROSOS (INCIDENTE)","AMB-11, M127-1",-12.0987324993758,-76.9659239369754
2016-053952,09-09-2016,"09:34:39 p.m.","  CL. LAS MORAS URB LA  AURORA  386        MIRAFLORES",RESCATE,M11-1,-12.1190407832347,-77.0092080401362
2016-053951,09-09-2016,"09:31:51 p.m.","  PJ. SANTA ELENA  dpto  12 URB VENTURO 194        RIMAC","EMERGENCIA MEDICA",AMB-21,-12.03244878751,-77.0339051094918
2016-053950,09-09-2016,"09:15:56 p.m.","AV. AREQUIPA CRUCE CON AV. JAVIER PRADO OESTE SAN ISIDRO            SAN ISIDRO","ACCIDENTE VEHICULAR","M4-1, RESLIG-4",-12.092259956131,-77.0334065092097
2016-053949,09-09-2016,"09:06:40 p.m.","CL. LAS CASCADAS (8) CRUCE CON AL. DEL CORREGIDOR LA MOLINA            LA MOLINA","EMERGENCIA MEDICA",MED-96,-12.1016124701229,-76.9494756482844
2016-053948,09-09-2016,"09:04:24 p.m.","SUBIDA PARCONA            PARCONA","EMERGENCIA MEDICA",RES-193,,
2016-053947,09-09-2016,"09:04:11 p.m.","28 DE JULIO            HUACHO","EMERGENCIA MEDICA",AMB-20,,
2016-053946,09-09-2016,"09:04:08 p.m.","AV. 28 DE JULIO  CON AV BOLIVAR            HUACHO","EMERGENCIA MEDICA",AMB-20,,
2016-053945,09-09-2016,"09:02:08 p.m.","B 125             ","EMERGENCIA MEDICA",AMB-125,,
2016-053944,09-09-2016,"09:02:00 p.m.","  CL. RINCONADA DE VILLA 000        CHORRILLOS","EMERGENCIA MEDICA",AMB-16,-12.1891180577707,-77.0059629110718
2016-053943,09-09-2016,"09:00:48 p.m.","ASOC  DE VIVIENDA  LAS  GARDENIAS  MZ F LT  2            ","EMERGENCIA MEDICA",AMB-163,,
2016-053942,09-09-2016,"08:43:45 p.m.","  JR. ANTONIO MIROQUESADA 1369       LIMA",INCENDIO,"AMB-2, M10-1, M3-1, RES-21",-12.0528732913585,-77.0154028660395
2016-053941,09-09-2016,"08:39:03 p.m.","AV. JAVIER PRADO ESTE CRUCE CON AV. GUARDIA CIVIL (DEL AIRE) SAN BORJA            SAN BORJA",INCENDIO,"AMB-11, M11-1, M127-1, M8-1",-12.0889078061803,-77.0074026165056
2016-053940,09-09-2016,"08:32:35 p.m.","  JR. TACNA 4164       SAN MARTIN DE PORRES","EMERGENCIA MEDICA",AMB-168,-12.0337088205303,-77.0951826279699
2016-053939,09-09-2016,"08:25:51 p.m.",,"EMERGENCIA MEDICA",AMB-60,-12.0593730698635,-77.1175085418602
2016-053938,09-09-2016,"08:25:06 p.m.","GRIFO DE LAURE             CHANCAY","EMERGENCIA MEDICA",MED-80,,
2016-053937,09-09-2016,"08:22:28 p.m.","JR. KIRIO             LURIGANCHO","EMERGENCIA MEDICA",AMB-32,,
2016-053936,09-09-2016,"08:21:27 p.m.","LARCO /CANTUARIAS            MIRAFLORES",INCENDIO,M28-1,,
2016-053935,09-09-2016,"08:19:16 p.m.","PQUE EL CARMEN             PUEBLO LIBRE","SERVICIO ESPECIAL","M36-1, RES-36",,
2016-053934,09-09-2016,"08:13:43 p.m.","  JR. HUASCAR 2316       LA PERLA","EMERGENCIA MEDICA",AMB-7,-12.0746021206773,-77.1148918267517
2016-053933,09-09-2016,"08:02:03 p.m.","CL. GOZZOLI NORTE CRUCE CON AV. DE LAS ARTES SUR SAN BORJA            SAN BORJA","EMERGENCIA MEDICA","AMB-11, AMB-127",-12.1017363189974,-77.006239740067
